id,Company Name,Company id,Count Page View,Count Search,Count Requests,Count Orders,Count Session Id,Total Order Value In Euro,Monetize Amount,Final Points,Groups on Final Points
456,Acinor AS,22193,0.015064863,0.184898354,0,0,0.098106713,0,0,14.90349647,2
457,Bang & Bonsomer Group Oy,2712,0.020504952,0.108422072,0.022151899,0,0.079173838,0,0,14.83542283,2
458,Daffresh freight services LTD,3749,0.004742642,0.001936108,0.066455696,0,0.024096386,0,0,14.82989604,2
459,HADI GmbH,29060,0.019389036,0.051306873,0.044303797,0,0.048192771,0,0,14.80519351,2
460,"Clean Chem, LTD",28673,0.042404798,0.104549855,0.022151899,0,0.060240964,0,0,14.7901606,2
461,Reys S.p.a.,23158,0.023155252,0.121974831,0.012658228,0,0.098106713,0,0,14.69348532,2
462,Silvan,25994,0.019528526,0.047434656,0.047468354,0,0.036144578,0,0,14.6490589,2
463,Gri Beyaz,13484,0.020225973,0,0.025316456,0.032786885,0.039586919,8.00E-05,0,14.61931023,2
464,Wirtz-Chemieprodukte GmbH,22343,0.0132515,0.031945789,0.03164557,0,0.120481928,0,0,14.61307473,2
465,HEXAFAB,12271,0.009345794,0.011616651,0.028481013,0.016393443,0.013769363,0.038787588,0,14.59024026,2
466,Bioextrax AB,19166,0.03417492,0.081316554,0.037974684,0,0.024096386,0,0,14.57432966,2
467,Trustaban,20915,0.024410657,0.112294288,0.006329114,0,0.12908778,0,0,14.55545904,2
468,ISUZU MOTORS EUROPE NV,33752,0.029292788,0.075508228,0.006329114,0.016393443,0.094664372,0.000284576,0,14.5462383,2
469,SAS SOCIETE NOUVELLE TLM,17017,0.003487237,0.000968054,0.037974684,0.032786885,0.00172117,0.000633131,0,14.5244499,2
470,Beratungsbüro Roters,15709,0.01562282,0.001936108,0.018987342,0.049180328,0,0,0,14.51148037,2
471,Colorlac S.r.l.,13657,0.013809457,0.13552759,0.015822785,0,0.077452668,0,0,14.5040427,2
472,Navoi Mining & Metallurgical Combinat,33056,0.045334077,0.009680542,0.037974684,0,0.082616179,0,0,14.47647663,2
473,QUIMACOVA - Asociación de Empresas Químicas de la Comunidad Valenciana,23971,0.046728972,0.122942885,0.012658228,0,0.068846816,0,0,14.4575792,2
474,Azelis Greece SA,994,0.020644441,0.009680542,0.047468354,0,0.068846816,0,0,14.45226085,2
475,Duayen Yapı Kimya Ve Makine San.Tic.A.Ş,20353,0.052029572,0.059051307,0.018987342,0,0.101549053,0,0,14.42896495,2
476,Anaf Compounding Solutions BVBA,1860,0.024410657,0.068731849,0.037974684,0,0.04302926,0,0,14.403525,2
477,BEREKET KIMYA,28424,0.041846841,0.093901258,0.025316456,0,0.049913941,0,0,14.34639316,2
478,"SNT - Sociedade Nortenha de Tintas, Lda",22820,0.011298647,0.033881897,0.056962025,0,0.013769363,0,0,14.33990044,2
479,East Colour OY,22160,0.016320268,0.052274927,0.041139241,0,0.053356282,0,0,14.32542198,2
480,eurotarget srl,28982,0.016738736,0.100677638,0.034810127,0,0.029259897,0,0,14.29583886,2
481,Vifocs GmbH,24483,0.022039336,0.099709584,0.034810127,0,0.024096386,0,0,14.25429058,2
482,Textilcolor AG,17458,0.028037383,0.083252662,0.025316456,0,0.072289157,0,0,14.24225124,2
483,ZAPI S.p.A.,18209,0.030827173,0.099709584,0.022151899,0,0.065404475,0,0,14.22744131,2
484,FERTAN GmbH,28095,0.071279118,0.060987415,0.012658228,0,0.101549053,0,0,14.22242492,2
485,Indulatex Chemicals SA,13633,0.017296694,0.067763795,0.034810127,0,0.058519793,0,0,14.14103943,2
486,KOLSUZLAR KIMYA SAN. VE TIC. A.S.,2547,0.035290836,0.060987415,0.018987342,0,0.110154905,0,0,14.11912616,2
487,"Focor - Produtos Quimicos, SA",18954,0.017575673,0.034849952,0.022151899,0.016393443,0.075731497,0,0,14.11692437,2
488,Canon Production Printing Netherlands B.V.,22017,0.037243688,0.115198451,0.012658228,0,0.079173838,0,0,14.11244444,2
489,Vimal Lifesciences Private Limited,1210,0.150788115,0.083252662,0,0,0.048192771,0,0,14.11167744,2
490,Medikemia ZRT,19460,0.007532431,0.020329138,0.03164557,0.016393443,0.061962134,0,0,14.09898765,2
491,VON ROLL FRANCE,27480,0.026084531,0.014520813,0.03164557,0.016393443,0.048192771,0,0,14.04770819,2
492,Permakem AS,5738,0.021620868,0.102613746,0.015822785,0,0.092943201,0,0,14.02344773,2
493,Elastic Lack- & Farbenfabrik Meyer zu Natrup GmbH,4951,0.024689636,0.041626331,0.037974684,0,0.060240964,0,0,13.92278325,2
494,AKUT SOS CLEAN GmbH,25942,0.035848793,0.046466602,0.034810127,0,0.056798623,0,0,13.91772625,2
495,Alfa Kimya A.Ş.,20316,0.014227926,0.032913843,0.047468354,0,0.04130809,0,0,13.91616381,2
496,Kronos Sourcing,33740,0.06834984,0.050338819,0.022151899,0,0.070567986,0,0,13.89321199,2
497,KRASHIM EAD,33338,0.033059004,0.069699903,0.03164557,0,0.048192771,0,0,13.87669784,2
498,Nortex Chemical LLC,18199,0.028455852,0.075508228,0.037974684,0,0.020654045,0,0,13.82584295,2
499,Arkem Chemicals Germany GmbH,31813,0.050355698,0.028073572,0.009493671,0,0.160068847,0,0,13.82364003,2
500,Laboratorios Miret,24401,0.031943088,0.141335915,0.006329114,0,0.075731497,0,0,13.71634781,3
501,AB SCHOMBURG,25238,0.034593388,0.112294288,0.015822785,0,0.063683305,0,0,13.69310603,3
502,CSC Jäklechemie GmbH & Co. KG,30122,0.005858558,0.012584705,0.015822785,0.032786885,0.020654045,0.020133557,0,13.6901551,3
503,OOO TOV Deco-Design plus,2102,0.071558097,0.087124879,0.015822785,0,0.051635112,0,0,13.68046137,3
504,Kemetyl Nederland BV,296,0.02106291,0.145208132,0.015822785,0,0.04302926,0,0,13.62957203,3
505,Intrapore GmbH,3676,0.01827312,0.021297193,0.047468354,0,0.04302926,0,0,13.62364953,3
506,FSi Limited,2806,0.017715163,0.064859632,0.028481013,0.016393443,0.010327022,0,0,13.61998191,3
507,CHEMBRIDGES GENERAL TRADING LLC,30680,0.012135584,0.030009681,0.050632911,0,0.027538726,0,0,13.61078181,3
508,Emsa Tecnología Química,24328,0.015343842,0.081316554,0.025316456,0,0.074010327,0,0,13.59682725,3
509,Ryon Märk AB,19613,0.01827312,0.067763795,0.025316456,0.016393443,0.018932874,0,0,13.59046914,3
510,Artigum GmbH,21879,0.022318315,0.074540174,0.022151899,0,0.08605852,0,0,13.5762302,3
511,Fermaflex Ind e Com de Aditivos Ltda.,1422,0.116334217,0.082284608,0,0,0.072289157,0,0,13.54539907,3
512,Vollmer Chemie Vertriebs-GmbH,30129,0.005858558,0,0.006329114,0.016393443,0.013769363,0.079974408,0,13.52334817,3
513,TH ATK Ukraine LLC,18378,0.010322221,0.042594385,0.037974684,0,0.065404475,0,0,13.51099076,3
514,Friedrich von Lien AG,23293,0.029990236,0.047434656,0.015822785,0,0.12908778,0,0,13.49019055,3
515,VIORYL SA,31604,0.047007951,0.076476283,0.025316456,0,0.04475043,0,0,13.47502433,3
516,OQEMA GmbH,14527,0.015064863,0.048402711,0.009493671,0.016393443,0.061962134,0.020233525,0,13.4722606,3
517,Miami Invest & Trading GmbH,32260,0.057051193,0.030977735,0.003164557,0,0.168674699,0,0,13.4680927,3
518,SENOL Sp. z o.o.,33243,0.038638583,0.197483059,0,0,0.032702238,0,0,13.44119397,3
519,R.SOL,13842,0.013809457,0.069699903,0.015822785,0.016393443,0.046471601,0.004691832,0,13.41147674,3
520,Farben Löwe GmbH,17243,0.005998047,0.021297193,0.060126582,0,0,0,0,13.39007845,3
521,JAGRO SOLUTIONS B.V,15785,0.031803599,0.047434656,0.037974684,0,0.036144578,0,0,13.36407838,3
522,Bennett S.A.,34915,0.020644441,0.108422072,0.018987342,0,0.061962134,0,0,13.34890072,3
523,Chemical Technologies SIA,23442,0.058585577,0.095837367,0.009493671,0,0.074010327,0,0,13.32039771,3
524,BK SURFACE TECHNOLOGY LTD,18364,0.000139489,0,0.066455696,0,0,0,0,13.29811371,3
525,Esbjerg Farve- & Lakfabrik A/S,12062,0.020644441,0.095837367,0.015822785,0,0.08605852,0,0,13.29157336,3
526,Farmadria DOO,31414,0.043241735,0.136495644,0,0,0.08605852,0,0,13.28979494,3
527,UHU GmbH,4481,0.019946994,0.047434656,0.009493671,0,0.160068847,0,0,13.27125904,3
528,Kodukosmeetika OY,17230,0.027758404,0.060019361,0.034810127,0,0.037865749,0,0,13.24420102,3
529,Marabu GmbH&Co.KG,20445,0.021899847,0.035818006,0.028481013,0.016393443,0.027538726,0,0,13.23771999,3
530,"COLOR INDUSTRIAL,S.A.",18626,0.001673874,0.001936108,0.063291139,0,0.006884682,0,0,13.18296103,3
531,CAR SYSTEM ARGES,30882,0.028734831,0.119070668,0.018987342,0,0.039586919,0,0,13.16708923,3
532,Sebchem Middle East FZE,24535,0.017854652,0.030009681,0.044303797,0,0.037865749,0,0,13.14726355,3
533,Zgorajlevo d.o.o.,32594,0.035709304,0.023233301,0.018987342,0.016393443,0.061962134,0.000117296,0,13.13312342,3
534,Distrochem,27998,0.020783931,0.063891578,0.018987342,0,0.101549053,0,0,13.10869646,3
535,"LLC ""BMF-Ukraine""",33102,0.053982424,0.019361084,0.03164557,0,0.061962134,0,0,13.09439606,3
536,CABB Chemicals,33491,0.025526573,0.083252662,0.012658228,0,0.101549053,0,0,13.04805998,3
537,LIBACE OÜ,29160,0.035848793,0.154888674,0.006329114,0,0.04475043,0,0,13.04021766,3
538,EnvisionTec GmbH,21969,0.007671921,0.048402711,0.034810127,0,0.063683305,0,0,12.94992211,3
539,Infinity Chemicals LTD,1760,0.006416516,0.043562439,0.044303797,0,0.030981067,0,0,12.9087606,3
540,DAKO AG,12749,0.024131678,0.071636012,0.028481013,0,0.048192771,0,0,12.89422557,3
541,Torrent R&D Center,33603,0.034872367,0.020329138,0.006329114,0,0.177280551,0,0,12.8899256,3
542,Sanimet Spa,27707,0.026084531,0.062923524,0.015822785,0,0.104991394,0,0,12.86452939,3
543,Great Petroleum Products LDA AG,27273,0.016180778,0.072604066,0.034810127,0,0.029259897,0,0,12.86426236,3
544,ViVoChem B.V.,27881,0.025247594,0.030009681,0.018987342,0,0.125645439,0,0,12.84260402,3
545,C-Combinator,25473,0.02636351,0.030977735,0.041139241,0,0.034423408,0,0,12.81608071,3
546,InPaTec GmbH & Co. KG,20267,0.014506905,0.020329138,0.018987342,0.016393443,0.079173838,0,0,12.77665095,3
547,VIESSMANN TRANSILVANIA SRL,22603,0.028734831,0.034849952,0.028481013,0,0.077452668,0,0,12.74807503,3
548,HG FOODS + GROWTECH LTD,33683,0.013390989,0.025169409,0.050632911,0,0.013769363,0,0,12.74307036,3
549,GB-Chemie GmbH,13004,0.011856605,0.090029042,0.003164557,0.016393443,0.072289157,0.001016341,0,12.72197421,3
550,SOCIETE GRASSOISE DE PARFUMERIE,27320,0.025387083,0.066795741,0.025316456,0,0.060240964,0,0,12.68448052,3
551,Artekya Technology Ltd.,13039,0.003347747,0,0.028481013,0.032786885,0.005163511,0,0,12.6791425,3
552,CleanCorner GmbH,5774,0.012554052,0.048402711,0.041139241,0,0.027538726,0,0,12.65262255,3
553,Advanced Cleaning Supplies,16899,0.010043242,0.063891578,0.044303797,0,0.00172117,0,0,12.643559,3
554,ISAAKIDIS & CO PRIVATE COMPANY,33078,0.025666062,0.040658277,0.037974684,0,0.034423408,0,0,12.63232406,3
555,"CHIFRA CO., LTD.",28930,0.070721161,0.049370765,0,0,0.13253012,0,0,12.63110229,3
556,Agarta Bitkisel Kozmetik,33973,0.014785884,0.052274927,0.006329114,0,0.160068847,0,0,12.62230568,3
557,Thüringisches Institut für Textil- und Kunststoff-Forschung e.V.,31856,0.037104199,0.017424976,0.034810127,0,0.058519793,0,0,12.61447371,3
558,Dr. Demuth Derisol Lackfarben GmbH & Co KG,22634,0.014925373,0.003872217,0.028481013,0.016393443,0.04130809,0.005598209,0,12.53999589,3
559,hentschke + sawatzki CHEMISCHE FABRIK GMBH,27582,0.012135584,0.16553727,0.012658228,0,0.022375215,0,0,12.53404902,3
560,Latvijas kimija Ltd,13962,0.012414563,0.119070668,0.018987342,0,0.04302926,0,0,12.52319288,3
561,Bio-Tech Solutions Ltd,34305,0.019528526,0.060019361,0.037974684,0,0.018932874,0,0,12.51897476,3
562,AIGLOR PEINTURES,23730,0.020783931,0.093901258,0.015822785,0,0.072289157,0,0,12.51327426,3
563,DyStar Kimya Sanayi ve Ticaret Limited Ş,23108,0.002929279,0.003872217,0.056962025,0,0.015490534,0,0,12.50700653,3
564,MAPAERO,15497,0.010182731,0.002904163,0.022151899,0.032786885,0.017211704,0,0,12.50268669,3
565,Resino Trykfarver A/S,21099,0.033059004,0.051306873,0.015822785,0,0.101549053,0,0,12.46030349,3
566,DICHEM POLYMERS S.A.,19235,0.020086483,0.14714424,0,0,0.080895009,0,0,12.40628661,3
567,OYSTERSHELL,10850,0.026084531,0.11713456,0.018987342,0,0.027538726,0,0,12.33535918,3
568,Delta Yapıştırıcı Kimya San. Tic. Ltd. Şti.,18950,0.02887432,0.029041626,0.041139241,0,0.024096386,0,0,12.32846469,3
569,Resin research UK Ltd,33508,0.049239782,0.034849952,0.028481013,0,0.048192771,0,0,12.31032779,3
570,SC NATIONAL PAINTS FACTORIES COMPANY SA,31173,0.025387083,0.109390126,0.022151899,0,0.022375215,0,0,12.28800096,3
571,Dr. Weipert & Co. Nachf. GmbH,32630,0.055656298,0.107454017,0.006329114,0,0.056798623,0,0,12.26126971,3
572,GreenFlow,27398,0.015901799,0.037754114,0.037974684,0,0.039586919,0,0,12.25707835,3
573,İnspramed Medikal,33452,0.025387083,0.067763795,0.028481013,0,0.037865749,0,0,12.24703387,3
574,Chemiczne Czyszczenie PL s.c.,30610,0.021899847,0.046466602,0.034810127,0,0.036144578,0,0,12.18757667,3
575,IGP Pulvertechnik AG,23674,0.016599247,0.014520813,0.015822785,0.016393443,0.082616179,0,0,12.13005743,3
576,Sefa Kimya Petrol Ürünleri,24485,0.016878226,0.115198451,0.009493671,0,0.072289157,0,0,12.11702585,3
577,BIOZYME,30706,0.027758404,0.112294288,0.012658228,0,0.051635112,0,0,12.1160358,3
578,SarChem kimya a.ş,21052,0.012275073,0.066795741,0.015822785,0,0.099827883,0,0,12.1094918,3
579,"Sailing technologies, S.L.",14591,0.010740689,0.075508228,0.012658228,0.016393443,0.039586919,2.67E-05,0,12.10479174,3
580,Chemax,20763,0.012414563,0.045498548,0.041139241,0,0.018932874,0,0,12.07014735,3
581,Daijin Corp.,2888,0.092899986,0.072604066,0,0,0.075731497,0,0,12.06177746,3
582,Eagle Chemicals,19151,0.019807505,0.021297193,0.018987342,0.016393443,0.058519793,0,0,12.05738141,3
583,Denber Paints & Coatings Israel LTD.,27510,0.002092342,0.011616651,0.053797468,0,0.012048193,0,0,12.04735294,3
584,IBZ-Salzchemie GmbH & Co. KG,34156,0.026921467,0.047434656,0.015822785,0,0.103270224,0,0,12.04587434,3
585,Ask Chemicals GmbH,21849,0.025387083,0.040658277,0.022151899,0,0.08605852,0,0,12.03557374,3
586,fra-ber srl,19876,0.014785884,0.043562439,0.034810127,0,0.04130809,0,0,11.94484595,3
587,GAMA TOWER GROUP,20097,0.020504952,0.026137464,0.047468354,0,0.00172117,0,0,11.91185018,3
588,LTD ASTRA COSMETIC,19205,0.024829125,0.097773475,0.018987342,0,0.039586919,0,0,11.90694435,3
589,Eurocommerce Bulgaria,31388,0.004882131,0.004840271,0.053797468,0,0.012048193,0,0,11.84802343,3
590,Lemetal Com srl,23232,0.022318315,0.068731849,0.03164557,0,0.018932874,0,0,11.82826584,3
591,Chester Molecular,24240,0.001673874,0.002904163,0.037974684,0.016393443,0.010327022,0.001919386,0,11.81081674,3
592,B2Y Ltd,34262,0.029990236,0.045498548,0.012658228,0.016393443,0.034423408,0.004958413,0,11.801785,3
593,STENKIM CHEMICALS,28535,0.022736783,0.046466602,0.025316456,0,0.065404475,0,0,11.79368417,3
594,Koch Chemie GmbH,23916,0.011996094,0.013552759,0.006329114,0.032786885,0.049913941,0.001919386,0,11.78827815,3
595,STIL TRAFIK,23645,0.02106291,0.030009681,0.037974684,0,0.032702238,0,0,11.7836781,3
596,"HEISEN YOKO CO., LTD",11341,0.106709443,0.033881897,0,0,0.094664372,0,0,11.76278563,3
597,ÜCEL BOYA PAZARLAMA SANAYI LTD STI,23810,0.029013809,0.017424976,0.041139241,0,0.024096386,0,0,11.75460664,3
598,CroxX GmbH & Co. KG,22550,0.019389036,0.05517909,0.025316456,0,0.058519793,0,0,11.71768712,3
599,"Sociedade Portuense de Drogas, S.A.",2014,0.0132515,0.009680542,0.015822785,0.016393443,0.022375215,0.029990403,0,11.70764863,3
600,Helm AG,26058,0.029571767,0.0803485,0.018987342,0,0.048192771,0,0,11.70312025,3
601,Imerys SA,23737,0.020365462,0.120038722,0.003164557,0,0.080895009,0,0,11.69787105,3
602,SIA Baltink,8391,0.015483331,0.0803485,0.028481013,0,0.024096386,0,0,11.69261333,3
603,Italian Printing Inks Srl,24550,0.014785884,0.052274927,0.028481013,0,0.051635112,0,0,11.63099868,3
604,SLR Chemical,32985,0.044915609,0.049370765,0.018987342,0,0.061962134,0,0,11.60989375,3
605,"BRIKENSA ESPAÑA, S.A.",23743,0.018552099,0.139399806,0,0,0.074010327,0,0,11.59811164,3
606,HERMES ENERGY & SUPPLIES SA,16919,0.0106012,0.032913843,0.037974684,0,0.036144578,0,0,11.57791776,3
607,ROBOTCHEMIE E. Weischenberg Nachf. GmbH & Co. KG,4741,0.022178825,0.155856728,0,0,0.053356282,0,0,11.56959179,3
608,Flomay Química S. L.,27422,0.021620868,0.069699903,0.018987342,0,0.063683305,0,0,11.54767213,3
609,Schulz & Sohn GmbH Chemie-Erzeugnisse,8909,0.01311201,0.079380445,0.012658228,0,0.08777969,0,0,11.54525285,3
610,Albar Kimya,29622,0.025805552,0.044530494,0.028481013,0,0.046471601,0,0,11.53658484,3
611,Omnicol NV,17179,0.020225973,0.051306873,0.022151899,0,0.070567986,0,0,11.53542136,3
612,Respect Consultancy Limited,30036,0.032780025,0.047434656,0.018987342,0,0.074010327,0,0,11.50871878,3
613,ADALAR KİMYA SAN. VE TİC. A.Ş.,33384,0.021760357,0.060019361,0.028481013,0,0.034423408,0,0,11.50635884,3
614,Expo Plastik San. Tic. Ltd. Sti,33213,0.022876273,0.062923524,0.015822785,0,0.080895009,0,0,11.49929722,3
615,CASTELLANO PEINTURES,19996,0.011298647,0.050338819,0.037974684,0,0.015490534,0,0,11.45133668,3
616,CG Chemikalien GmbH & Co. KG,14821,0.014925373,0.090029042,0,0,0.123924269,0,0,11.44393416,3
617,Greibo Chemie GmbH,10862,0.015064863,0.030977735,0.015822785,0.016393443,0.04475043,0.004465238,0,11.42942065,3
618,ÖZEN İPLİK SAN. VE TİC. A.Ş,31565,0.033337983,0.039690223,0.028481013,0,0.04130809,0,0,11.41301729,3
619,Intech,21183,0.017715163,0.040658277,0.03164557,0,0.04302926,0,0,11.39924889,3
620,Sojitz LLC,18834,0.026781978,0.002904163,0.009493671,0,0.160068847,0,0,11.38648355,3
621,HYUNDAI ENGINEERING & CONSTRUCTION COMPANY LIMITED,23198,0.009345794,0.010648596,0.050632911,0,0.005163511,0,0,11.38447737,3
622,CONTECH PRODUTOS BIODEGRADAVEIS SA,11048,0.010880179,0.158760891,0.006329114,0,0.032702238,0,0,11.38298812,3
623,Riverdale Global UK Ltd,32904,0.020086483,0.043562439,0.028481013,0,0.049913941,0,0,11.37434575,3
624,Tutum Expert srl,32214,0.024410657,0.083252662,0.022151899,0,0.030981067,0,0,11.36259906,3
625,FRINICS CHEMICALS LTD,35486,0.028595341,0.068731849,0.009493671,0,0.091222031,0,0,11.32619523,3
626,Sanum grupa d.o.o.,33575,0.033895941,0.023233301,0.012658228,0,0.118760757,0,0,11.32614553,3
627,BPC BOYASAN POWDER COATING,24842,0.016320268,0.030009681,0.037974684,0,0.027538726,0,0,11.28837044,3
628,Turan boya sanayi ve tic. ltd. şti.,12423,0.001394895,0.008712488,0.034810127,0.016393443,0.010327022,5.46E-05,0,11.26789132,3
629,Wrimes Cosmetics Ltd,386,0.023015762,0.021297193,0.044303797,0,0.003442341,0,0,11.24852428,3
630,LICEF,21780,0.016459757,0.060019361,0.018987342,0,0.072289157,0,0,11.2358821,3
631,Elin Verd SA,20239,0.022597294,0.094869313,0.015822785,0,0.04302926,0,0,11.18935029,3
632,PCC ROKITA SA,15464,0.014367415,0.052274927,0.034810127,0,0.017211704,0,0,11.15472765,3
633,Chemira GmbH,1942,0.027339936,0.100677638,0,0,0.094664372,0,0,11.13409728,3
634,STERILCO Sp. z o.o.,34289,0.021899847,0.052274927,0.028481013,0,0.034423408,0,0,11.12611163,3
635,"""SILESIA-ONE"" Sp.z o.o.",32753,0.034872367,0.139399806,0,0,0.048192771,0,0,11.12324723,3
636,CLEOPATRE,5564,0.039615009,0.058083253,0.012658228,0,0.074010327,0,0,11.11707501,3
637,Mayeragro Tarim Ltd.Şti,34276,0.009764263,0.010648596,0.047468354,0,0.012048193,0,0,11.11672348,3
638,AGROINDUSTRIAL KIMITEC S.L,32522,0.053703445,0.030009681,0.012658228,0,0.08777969,0,0,11.10628638,3
639,Algotrio Kimya A.Ş.,35743,0.081740829,0.105517909,0,0,0.034423408,0,0,11.08410727,3
640,KANSAI ALTAN BOYA SANAYI VE TICARET A.S.,24788,0.01562282,0.070667957,0.012658228,0,0.084337349,0,0,11.06305193,3
641,CLARIQUÍMICA COMÉRCIO DE PRODUTOS QUÍMICOS LTDA,1181,0.039893988,0.074540174,0,0,0.106712565,0,0,11.05733634,3
642,Graphite COVA GmbH,24879,0.022178825,0.06195547,0.012658228,0,0.08605852,0,0,11.04128631,3
643,HANSI Development Center Germany GmbH,14602,0.010880179,0.015488867,0.025316456,0.016393443,0.027538726,0,0,11.03736828,3
644,Lysoform Medical LLC,34491,0.035709304,0.056147144,0.022151899,0,0.039586919,0,0,11.00254811,3
645,METKO HÜTTENES ALBERTUS KIMYA SAN VE TIC A.S.,23400,0.020365462,0.119070668,0.006329114,0,0.055077453,0,0,10.99150194,3
646,Orkla Care SA,23361,0.015483331,0.078412391,0.018987342,0,0.049913941,0,0,10.98795153,3
647,VIVA PHARMA SRL,34167,0.039196541,0.022265247,0.025316456,0,0.056798623,0,0,10.97631167,3
648,Färgbygge Produktion AB,11841,0.017994141,0.065827686,0.025316456,0,0.034423408,0,0,10.97555292,3
649,Newport Industries Ltd,26159,0.009624773,0.052274927,0.006329114,0.016393443,0.025817556,0.020306835,0,10.96105766,3
650,Aroma AD,33100,0.028734831,0.076476283,0.018987342,0,0.037865749,0,0,10.95131145,3
651,spa osmose,16641,0.018831078,0.040658277,0.03164557,0,0.032702238,0,0,10.93869356,3
652,Vitalorchem SRL,19030,0.025945041,0.086156825,0.006329114,0,0.080895009,0,0,10.91566651,3
653,Sanochemia GmbH,33590,0.038220114,0.038722168,0.025316456,0,0.039586919,0,0,10.88975124,3
654,Nanokim Kimya,18669,0.059422514,0.130687318,0.006329114,0,0.00172117,0,0,10.85737291,3
655,"Lacrilar, Comércio de Artigos de Limpoeza, Lda",25805,0.019528526,0.016456922,0.037974684,0,0.029259897,0,0,10.8572039,3
656,Professional hair Labs LTD,11881,0.013809457,0.038722168,0.041139241,0,0,0,0,10.85442939,3
657,MERT KİMYA-NANOWASH,25979,0.027200446,0.037754114,0.022151899,0,0.061962134,0,0,10.77621449,3
658,Cinartis GmbH,8801,0.009206305,0.038722168,0.037974684,0,0.015490534,0,0,10.76588706,3
659,Carl Roth GmbH & Co. KG,28470,0.027897894,0.113262343,0,0,0.074010327,0,0,10.75852817,3
660,Colas Artiach,19116,0.010182731,0.056147144,0.009493671,0.016393443,0.04475043,0,0,10.73143799,3
661,Organika,18146,0.011159157,0.030009681,0.037974684,0,0.020654045,0,0,10.68608085,3
662,Solvay,17579,0.00781141,0.045498548,0.025316456,0,0.058519793,0,0,10.65477872,3
663,ADDICARB,27484,0.029850746,0.151016457,0.003164557,0,0.018932874,0,0,10.62291527,3
664,Emulbit sp. z o.o.,18808,0.008229879,0.024201355,0.022151899,0.016393443,0.025817556,0,0,10.62150776,3
665,ICMT Chemicals,20755,0.021481378,0.084220716,0.015822785,0,0.04302926,0,0,10.60112468,3
666,UAB Sporto Inovacijos,22873,0.015483331,0.033881897,0.028481013,0,0.048192771,0,0,10.57410251,3
667,"Optimal Tech Co., Ltd",1021,0.039615009,0.016456922,0,0,0.154905336,0,0,10.54886331,3
668,Deniz yapi AS,28343,0.025247594,0.088092933,0.006329114,0,0.072289157,0,0,10.54730697,3
669,DUPLAST S.P.A,33579,0.037662157,0.065827686,0.012658228,0,0.056798623,0,0,10.54606887,3
670,GSB Wahl GmbH,10123,0.002929279,0,0.03164557,0.016393443,0.013769363,0.000822403,0,10.5249749,3
671,TEKKİM KİMYA SAN. TİC. LTD. ŞTİ,34072,0.022736783,0.064859632,0.018987342,0,0.046471601,0,0,10.50086916,3
672,Vital Minerals,32354,0.016320268,0.023233301,0.034810127,0,0.030981067,0,0,10.48875712,3
673,LYUKSUS-S,31646,0.030966662,0.033881897,0.018987342,0,0.068846816,0,0,10.48223712,3
674,printec GmbH,7030,0.009764263,0.026137464,0.022151899,0.016393443,0.017211704,0.000826402,0,10.44738002,3
675,Lecavnieks & Co,23693,0.003626726,0.007744434,0.009493671,0.032786885,0.027538726,3.57E-05,0,10.40517081,3
676,Lithcote Europe,16982,0.006137537,0.021297193,0.025316456,0.016393443,0.013769363,0,0,10.40218429,3
677,MULTIBOND Sp. z o.o. Sp.komandytowa,17319,0.013669968,0.040658277,0.012658228,0.016393443,0.036144578,0.000621135,0,10.39608871,3
678,GEMOSS SIA,32396,0.016459757,0.003872217,0.044303797,0,0.010327022,0,0,10.39370932,3
679,CLiQ Swisstech,24564,0.019946994,0.043562439,0.025316456,0,0.04302926,0,0,10.39022581,3
680,Kempro Kimyasal Mad. ve Dis. Tic. A.S.,4944,0.007392942,0.040658277,0.03164557,0,0.032702238,0,0,10.36678673,3
681,Bindur GmbH,19420,0.001952853,0.007744434,0.03164557,0.016393443,0.005163511,0,0,10.35084232,3
682,Unichimica SPA,25326,0.021760357,0.05517909,0.012658228,0,0.079173838,0,0,10.33730984,3
683,Xymertec Limited,24928,0.008648347,0.013552759,0.006329114,0.016393443,0.089500861,0.001966595,0,10.32626917,3
684,Ceramicspeed,6509,0.011577626,0.040658277,0.018987342,0.016393443,0.012048193,4.12E-05,0,10.29448034,3
685,Molekula ltd.,32680,0.08648347,0.025169409,0.006329114,0,0.068846816,0,0,10.29080758,3
686,Dobrof LLC,31302,0.027200446,0.078412391,0.009493671,0,0.061962134,0,0,10.27748276,3
687,Todochem,31153,0.024829125,0.075508228,0.009493671,0,0.067125645,0,0,10.27188414,3
688,Spraylat International Limited,21103,0.002231831,0.002904163,0.009493671,0.016393443,0.006884682,0.04462572,0,10.24102846,3
689,maxit Baustoffwerke GmbH,29064,0.020783931,0.023233301,0.018987342,0,0.084337349,0,0,10.21519742,3
690,Alba De Biase & C. S.a.s.,10365,0.012135584,0.025169409,0.015822785,0.016393443,0.037865749,1.07E-05,0,10.20284891,3
691,International Chemical Process sarl,33203,0.024550146,0.028073572,0.006329114,0,0.125645439,0,0,10.17928066,3
692,ArinkaSoap,30462,0.023852699,0.060019361,0.022151899,0,0.030981067,0,0,10.17303611,3
