id,Companyname,Companyid,page_views,offers,orders,company_reply_rate,product_completness,total_order_value_in_euro,monetize_amount,wootric_score,total_points,Groups on Final Points,KmeansClusterPredicted_2Clusters,KmeansClusterPredicted_3Clusters,KmeansClusterPredicted_4Clusters,KmeansClusterPredicted_5Clusters,KmeansClusterPredicted_6Clusters,KmeansClusterPredicted_7Clusters,KmeansClusterPredicted_8Clusters
835,deleted_del_Molekula Ltd,17541,0,0,0,0,0.57,0,0,0,28.5,2,1,0,2,1,4,2,1
836,DEUREX AG,17574,0.008137496,0.011389522,0,1,0.627068966,0,0,0,84.03822738,1,0,1,1,0,3,1,5
837,Eurospektras,17576,0.001262715,0,0,0,0.71,0,0,0,35.56313574,2,1,0,2,2,1,4,2
838,SRI VASAVI SCIENTIFIC SOLUTIONS,17582,0,0,0,0,0.29,0,0,0,14.5,2,1,2,0,1,4,2,1
839,Omya Vencac,17670,0.002314977,0.002277904,0,0,1,0,0,0,50.57132973,1,1,0,2,2,1,4,2
840,Pranati Associates,17672,0.016415293,0.006833713,0,0.117647059,0.295753425,0,0,0,22.85753141,2,1,2,0,1,4,2,1
841,Forplast LLC.,17684,0.005892669,0,0,0,0.57,0,0,0,28.79463346,2,1,0,2,1,4,2,1
842,Chemnovatic,17701,0,0,0,0,0.43,0,0,0,21.5,2,1,0,2,1,4,2,1
843,Omya Calcita,17742,0.013118204,0,0,1,0.922727273,0,0,0,96.79227384,1,0,1,1,0,3,1,0
844,Denge Kimya,17754,0.010382322,0.002277904,0,1,0.326296296,0,0,0,67.28951178,1,0,1,1,0,3,1,5
845,GP4,17783,0.005541915,0,0,0,0.57,0,0,0,28.77709576,2,1,0,2,1,4,2,1
846,Arsenal LTD,17839,0.001894072,0,0,0,0.57,0,0,0,28.59470361,2,1,0,2,1,4,2,1
847,Alkemi Dizayn,17872,0,0,0,0,0,0,0,0,0,2,1,2,0,3,2,0,3
848,ALTAKEM CHEMICALS,17912,0.025254297,0.047835991,0.027272727,0.92,0.670833333,0.047361247,0,0,100.5622499,0,0,1,1,0,3,1,0
849,HSH Chemie GmbH,17916,0.017257103,0,0,0,0.86,0,0,0,43.86285514,1,1,0,2,2,1,4,2
850,PANOXIDE BOYA SAN. TIC. LTD. ŞTI.,17921,0.004419502,0,0,0,0.43,0,0,0,21.7209751,2,1,0,2,1,4,2,1
851,Alfred Kochen GmbH & Co. KG,17931,0.033391792,0.009111617,0,1,0.818,0,0,0,94.39191308,1,0,1,1,0,3,1,0
852,STS Group Chemicals,17936,0.083128727,0.0523918,0.018181818,0.748502994,0.310813954,0,0,0,71.23700726,1,0,1,1,0,0,6,5
853,AD Paltex - Damjanov,17987,0,0,0,0,0,0,0,0,0,2,1,2,0,3,2,0,3
854,AB SMART UNION ADVISERS LTD,18003,0,0,0,0,0,0,0,0,0,2,1,2,0,3,2,0,3
855,PUHP Solvent Export-Import M.M.Cichońscy Sp.j.,18012,0.00168362,0.009111617,0,1,0.404545455,0,0,0,72.13377718,1,0,1,1,0,3,1,5
856,"Hubei xindesheng Material Technology Co., Ltd",18047,0,0,0,0,0.43,0,0,0,21.5,2,1,0,2,1,4,2,1
857,Endorgen life sciences,18103,0,0,0,0,0.14,0,0,0,7,2,1,2,0,3,2,0,3
858,Incorez Limited,18116,0.000420905,0,0,0,0.397692308,0,0,0,19.90566063,2,1,0,2,1,4,2,1
859,Jakusz SpaceTech,18124,0.025184146,0,0,0,1,0,0,0,51.2592073,1,1,0,2,2,1,4,2
860,DISACHIM,18157,0.00084181,0,0,0.461538462,0.36,0,0,0,41.11901357,2,1,1,1,1,0,6,7
861,IBERQUIM PRODUCTS S.L.U,18176,0,0,0,0,0.14,0,0,0,7,2,1,2,0,3,2,0,3
862,Strongblue A/S,18192,0,0,0,0,0.43,0,0,0,21.5,2,1,0,2,1,4,2,1
863,Allurethane,18200,0,0,0,0,0,0,0,0,0,2,1,2,0,3,2,0,3
864,Acuativa UK Ltd,18203,0,0,0,0,0,0,0,0,0,2,1,2,0,3,2,0,3
865,Afiva LLC,18207,0.006874781,0,0,0.1,0.404545455,0,0,0,25.57101177,2,1,0,2,1,4,2,1
866,AIP Associates,18254,0.005050859,0,0,0,0.71,0,0,0,35.75254297,2,1,0,2,2,1,4,2
867,"Productos Paorga, S. L.",18299,0.000561207,0,0,0,0.86,0,0,0,43.02806033,2,1,0,2,2,1,4,2
868,Xin Ji Da Pte Ltd,18307,0.020343739,0.011389522,0,0.425,0.557826087,0,0,0,52.43639563,1,1,0,2,1,0,6,7
869,Heneken,18327,0,0,0,0,0.43,0,0,0,21.5,2,1,0,2,1,4,2,1
870,Alesta Trade İç ve Dış Ticaret AŞ,18343,0.008347948,0.038724374,0.009090909,0.607843137,0.656,3.52E-05,0,0,73.17613128,1,0,1,1,0,0,6,7
871,Nobian Industrial Chemicals BV,18400,0.013118204,0,0,1,0.7525,0,0,0,88.28091021,1,0,1,1,0,3,1,0
872,Ecochem International NV,18403,0.009961417,0.002277904,0,0.75,0.83,0,0,0,79.95365172,1,0,1,1,0,3,1,0
873,Ruchak chemicals,18428,0,0,0,0,0.71,0,0,0,35.5,2,1,0,2,2,1,4,2
874,Trim Teknoloji ve Servis A.S..,18440,0.065170116,0.06833713,0,0.254385965,0.202857143,0,0,0,39.78808714,2,1,2,0,3,2,0,3
875,Chemical Elements GmbH,18449,0,0,0,0,0.86,0,0,0,43,2,1,0,2,2,1,4,2
876,Akoni Madeni yağlar A.Ş.,18472,0,0,0,0,0,0,0,0,0,2,1,2,0,3,2,0,3
877,Westbrook Resources,18540,0.043984567,0.002277904,0,0,0.754285714,0,0,0,40.36909492,2,1,0,2,2,1,4,2
878,adsad,18624,0,0,0,0,0,0,0,0,0,2,1,2,0,3,2,0,3
879,TEHNO-CHEM DOO,18663,0.018449667,0.011389522,0,0.458333333,0.45,0,0,0,48.61705433,1,1,1,1,1,0,6,7
880,Ravago Chemicals Austria GmbH,18682,0.010522624,0.004555809,0,0.555555556,0.286363636,0,0,0,43.53325251,1,0,1,1,0,0,6,7
881,Chemical Technologies SIA,18684,0.071132936,0.022779043,0.018181818,1,0.686603774,0,0,0,96.07900776,1,0,1,1,0,3,1,0
882,Adhesivos Candar SL,18700,0.002876184,0,0,0,0.43,0,0,0,21.64380919,2,1,0,2,1,4,2,1
883,Coraplus PTE LTD,18736,0.010101719,0,0,0,0.272810458,0,0,0,14.14560881,2,1,2,0,1,4,2,1
884,Chemiprime Impex Private Limited,18738,0.012136093,0,0,0,0.225416667,0,0,0,11.87763796,2,1,2,0,3,2,0,3
885,Eplaks Makina Kim.Mad.Ve İTH.İHR.LTD.STİ,18745,0.00252543,0.002277904,0.009090909,0.714285714,0.476666667,0,0,0,61.94765322,1,0,1,1,0,0,6,5
886,Raichem SpA,18750,0.007295686,0,0,0.875,0.57,0,0,0,72.61478429,1,0,1,1,0,3,1,5
887,Mitteo Trading & Investment,18828,0,0,0,0,0.29,0,0,0,14.5,2,1,2,0,1,4,2,1
888,ChemEngg Research Pvt. Ltd.,18847,0,0,0,0,0.206666667,0,0,0,10.33333333,2,1,2,0,3,2,0,3
889,allnex,18848,0,0,0,0,0,0,0,0,0,2,1,2,0,3,2,0,3
890,Keyser&Mackay Poland Sp. z o.o.,18923,0.004840407,0,0,0.217391304,0.47,0,0,0,34.61158556,2,1,0,2,1,4,2,1
891,Azcor Tableware India Pvt Ltd,18965,0,0,0,0,0.285,0,0,0,14.25,2,1,2,0,1,4,2,1
892,WTB Rohstoff,19033,0.049666784,0.047835991,0.063636364,1,0.751777778,0.003624428,0,1,312.7291418,0,0,1,3,4,5,5,4
893,Alayaz `Trading,19037,0,0,0,0,0,0,0,0,0,2,1,2,0,3,2,0,3
894,Krahn Chemie Deutschland GmbH,19103,0.001332866,0,0,1,0.645,0,0,0,82.31664328,1,0,1,1,0,3,1,5
895,ACADEMIA2LINK INTEGRATED FARM LTD,19106,0,0,0,0,0,0,0,0,0,2,1,2,0,3,2,0,3
896,JOhn Murphy (Castlerea) Ltd,19164,0.003577692,0,0,0.6,0.785,0,0,0,69.4288846,1,0,1,1,0,0,6,0
897,ISIK KIMYA,19168,0.008839004,0.006833713,0,0.2,0.277142857,0,0,0,25.66583565,2,1,2,0,1,4,2,1
898,Alchimica,19198,0,0,0,0,0,0,0,0,0,2,1,2,0,3,2,0,3
899,REAKSİYON KİMYA,19234,0.139670291,0.0523918,0,0.930232558,0.42468254,0,0,0,85.20762936,1,0,1,1,0,3,1,5
900,Biomedgroup,19246,0,0,0,0,0.43,0,0,0,21.5,2,1,0,2,1,4,2,1
901,Synovelle,19255,0.007155384,0,0,0.083333333,0.6708,0,0,0,38.06443587,2,1,0,2,2,1,4,2
902,Krystal Tech,19384,0,0,0,0,0.43,0,0,0,21.5,2,1,0,2,1,4,2,1
903,Thrutek Applied Materials Inc.,19408,0,0,0,0,0.76,0,0,0,38,2,1,0,2,2,1,4,2
904,Mikro Teknik Kimyevi Maddeler Lab. Malz. Cihazları San. ve Tic. Ltd Sti.,19413,0.046159242,0.020501139,0,0.295180723,0.515217391,0,0,0,46.92809562,1,1,0,2,1,0,6,7
905,PT TITIAN ABADI LESTARI,19498,0.002665731,0,0,0,0.71,0,0,0,35.63328657,2,1,0,2,2,1,4,2
906,ATTIKA,19509,0.007997194,0,0,0,0.31625,0,0,0,16.2123597,2,1,2,0,1,4,2,1
907,Nordisk Perlite APS,19520,0.006032971,0,0,0,0.785,0,0,0,39.55164854,2,1,0,2,2,1,4,2
908,deleted_LATRO KİMYA DIŞ TİCARET ANONİM ŞİRKETİ,19549,0.002665731,0,0,0,0,0,0,0,0.133286566,2,1,2,0,3,2,0,3
909,Hanke + Seidel GmbH & Co. KG,19556,0.081024202,0.063781321,0,1,0.283073395,0,0,0,80.96114406,1,0,1,1,0,3,1,5
910,"Dongguan City Betterly New Materials Co., Ltd.",19558,0,0,0,0,0.86,0,0,0,43,2,1,0,2,2,1,4,2
911,flame care gmbh,19575,0,0,0,0,0.785,0,0,0,39.25,2,1,0,2,2,1,4,2
912,MERTAS A.S,19634,0,0,0,0,0.71,0,0,0,35.5,2,1,0,2,2,1,4,2
913,EpiValence Ltd,19658,0.00259558,0,0,0,0.481818182,0,0,0,24.22068812,2,1,0,2,1,4,2,1
914,Covey International,19671,0.067695545,0.004555809,0,1,0.859166667,0,0,0,97.25427234,1,0,1,1,0,3,1,0
915,GlaxoSmithKline Pharmaceuticals Ltd,19705,0.000911961,0,0,0,0.598,0,0,0,29.94559804,2,1,0,2,1,4,2,1
916,ab chemicals,19866,0,0,0,0,0,0,0,0,0,2,1,2,0,3,2,0,3
917,AK Pharma World,19926,0,0,0,0,0,0,0,0,0,2,1,2,0,3,2,0,3
918,Akryl,19971,0.000210452,0,0,0,0.71,0,0,0,35.51052262,2,1,0,2,2,1,4,2
919,BRinova Bioquímica LDA,19983,0,0,0,0,0.43,0,0,0,21.5,2,1,0,2,1,4,2,1
920,Al Hameed company,20018,0,0,0,0,0,0,0,0,0,2,1,2,0,3,2,0,3
921,ALLNEX BELGIUM,20031,0.019712382,0,0,0,0.571530612,0,0,0,29.56214969,2,1,0,2,1,4,2,1
922,RC Tritec AG,20041,0.003226938,0.004555809,0,0,0.57,0,0,0,29.57250863,2,1,0,2,1,4,2,1
923,Allnex,20062,0,0,0,0,0,0,0,0,0,2,1,2,0,3,2,0,3
924,Thode + Scobel GmbH & Co. KG,20106,0.004629954,0.011389522,0,1,0.43,0,0,0,74.00940205,1,0,1,1,0,3,1,5
925,MADENSEL MINING LTD.,20234,0,0,0,0,0.29,0,0,0,14.5,2,1,2,0,1,4,2,1
926,Gastrim Europe Ltd,20266,0.002314977,0,0,0,0.86,0,0,0,43.11574886,1,1,0,2,2,1,4,2
927,Alembic Pharmaceuticals Ltd,20303,0,0,0,0,0,0,0,0,0,2,1,2,0,3,2,0,3
928,3Ds Chemicals,20318,0,0,0,0,0,0,0,0,0,2,1,2,0,3,2,0,3
929,A.+E. Fischer-Chemie GmbH & Co. KG,20359,0,0,0,0,0,0,0,0,0,2,1,2,0,3,2,0,3
930,deleted_delete_PTCP,20420,0,0,0,0,0.64,0,0,0,32,2,1,0,2,2,1,4,2
931,FlyKimya Boya,20456,0.004349351,0.004555809,0,0,1,0,0,0,51.12862929,1,1,0,2,2,1,4,2
932,Orm Bergold Chemie GmbH & Co KG,20462,0.001192564,0.006833713,0,0.875,0.57,0,0,0,73.6763708,1,0,1,1,0,3,1,5
933,3SR Enterprises,20489,0,0,0,0,0,0,0,0,0,2,1,2,0,3,2,0,3
934,Asilpax International b.v.,20493,0.014801824,0,0,1,0.965,0,0,0,98.9900912,1,0,1,1,0,3,1,0
935,Adheseal India Company,20559,0,0,0,0,0,0,0,0,0,2,1,2,0,3,2,0,3
936,LA-Solution GmbH,20571,0.026867766,0.097949886,0.009090909,0.943820225,0.647727273,0.003301873,0,0,102.6591095,0,0,1,1,0,3,1,0
937,Green Miles Chemicals doo,20591,0.038653104,0,0,0.947368421,0.615681818,0,0,0,80.08516717,1,0,1,1,0,3,1,5
938,Kajay Remedies Pvt Ltd,20634,0.00168362,0,0,1,1,0,0,0,100.084181,0,0,1,1,0,3,1,0
939,Akmin Mineral Madencilik Ltd.,20636,0,0,0,0,0,0,0,0,0,2,1,2,0,3,2,0,3
940,UAB “Paraffinum”,20662,0.036759032,0.029612756,0,1,0.825384615,0,0.183333333,0,154.0297336,0,0,1,1,0,3,1,0
941,Moser & ASSOCIATES,20676,0.005331463,0.002277904,0,0,0.71,0,0,0,36.222154,2,1,0,2,2,1,4,2
942,BEAL GROUP LLC,20690,0.004489653,0,0,0,0.86,0,0,0,43.22448264,1,1,0,2,2,1,4,2
943,FRA.MIC. SRL,20724,0.008418099,0,0,0,0.86,0,0,0,43.42090495,1,1,0,2,2,1,4,2
944,"GM Chemical Co., Limited",20741,0.003647843,0.006833713,0,0,0.842777778,0,0,0,43.68802363,1,1,0,2,2,1,4,2
945,AGORA GROUP,20834,0,0,0,0,0,0,0,0,0,2,1,2,0,3,2,0,3
946,Triwill Group,20863,7.02E-05,0,0,0,0.663333333,0,0,0,33.17017421,2,1,0,2,2,1,4,2
947,SOFTARED,20875,0,0,0,0,0.71,0,0,0,35.5,2,1,0,2,2,1,4,2
948,AK-KİM KİMYA,20891,0,0,0,0,0,0,0,0,0,2,1,2,0,3,2,0,3
949,alessandro gaeta srl,20901,0,0,0,0,0,0,0,0,0,2,1,2,0,3,2,0,3
950,Chemische Fabrik Wocklum Gebr. Hertin GmbH & Co. KG,20928,0.017327254,0.004555809,0,1,0.484782609,0,0,0,76.01665485,1,0,1,1,0,3,1,5
951,Mansi Chemicals,20941,0.038372501,0.013667426,0,1,0.495777778,0,0,0,79.44099913,1,0,1,1,0,3,1,5
952,Lesun Chemicals B.V.,20942,0,0,0,0,0.953333333,0,0,0,47.66666667,1,1,0,2,2,1,4,2
953,COSMER KİMYA SAN VE TİC A.Ş.,20958,0.032409681,0.045558087,0.009090909,0.639344262,0.368127854,0,0,0,62.92388898,1,0,1,1,0,0,6,7
954,Petro green,21003,0,0,0,0,0.43,0,0,0,21.5,2,1,0,2,1,4,2,1
955,"Anhui Xinyuan Technology Co.,LTD",21024,0,0,0,0,0.43,0,0,0,21.5,2,1,0,2,1,4,2,1
956,NORDIX CHEMICALS FACTORY d.o.o.,21031,0,0,0,0,0.57,0,0,0,28.5,2,1,0,2,1,4,2,1
957,FINEAMIN SA,21049,0.003016485,0.004555809,0,0.666666667,0.86,0,0,0,77.39531934,1,0,1,1,0,3,1,0
958,Atalimo SA,21063,0,0,0,0,0.86,0,0,0,43,2,1,0,2,2,1,4,2
959,TETRA Chemicals Europe AB,21068,0.005752368,0,0,0,0.71,0,0,0,35.78761838,2,1,0,2,2,1,4,2
960,Arcanum Chemical & Consultancy,21094,0,0,0,0,0.57,0,0,0,28.5,2,1,0,2,1,4,2,1
961,Zimtrex,21104,0,0,0,0,0.71,0,0,0,35.5,2,1,0,2,2,1,4,2
962,Polychem Handelsges.m.b.H.,21105,0.003156787,0,0,0,0.856666667,0,0,0,42.99117269,2,1,0,2,2,1,4,2
963,Galaktika Ltd,21178,0.008418099,0,0,0,1,0,0,0,50.42090495,1,1,0,2,2,1,4,2
964,EURASIA PETROL,21180,0,0,0,0,0.43,0,0,0,21.5,2,1,0,2,1,4,2,1
965,"Chongqing Assen Power Equipment Co.,LTD",21223,0,0,0,0,0.71,0,0,0,35.5,2,1,0,2,2,1,4,2
966,Akmin Mineral Madencilik Ltd.,21233,0,0,0,0,0,0,0,0,0,2,1,2,0,3,2,0,3
967,Biesterfeld Spezialchemie GmbH,21246,0.027358821,0,0,1,0.565307263,0,0,0,79.6333042,1,0,1,1,0,3,1,5
968,Jyoti Chemical Centre,21290,0,0,0,0,0.29,0,0,0,14.5,2,1,2,0,1,4,2,1
969,Freya industries,21304,0,0,0,0,0.57,0,0,0,28.5,2,1,0,2,1,4,2,1
970,Abalonyx,21346,0,0,0,0,0,0,0,0,0,2,1,2,0,3,2,0,3
971,damirco,21350,0,0,0,0,0.43,0,0,0,21.5,2,1,0,2,1,4,2,1
972,Tano Minerals,21401,0,0,0,0,0.29,0,0,0,14.5,2,1,2,0,1,4,2,1
973,Individual businessman,21489,0,0,0,0,0.93,0,0,0,46.5,1,1,0,2,2,1,4,2
974,ADVERY SOLUTIONS,21516,0,0,0,0,0,0,0,0,0,2,1,2,0,3,2,0,3
975,OQEMA Ltd,21560,0.160294633,0.050113895,0.018181818,0.381147541,0.334441524,0,0,0,57.45332762,1,1,2,0,1,0,6,7
976,Wright and Co,21562,0,0,0,0,0.86,0,0,0,43,2,1,0,2,2,1,4,2
977,HTMC Group,21598,0.028621536,0.011389522,0,0.85,0.459285714,0,0,0,69.17326686,1,0,1,1,0,3,1,5
978,SOCOMORE,21601,0.021536303,0.009111617,0,1,0.93,0,0,0,99.39913861,1,0,1,1,0,3,1,0
979,Chimtex Ltd.,21666,0.02721852,0.009111617,0.009090909,0.791666667,0.3812,0,0,0,63.6447646,1,0,1,1,0,3,1,5
980,Konark Chemie,21704,0,0,0,0,0.57,0,0,0,28.5,2,1,0,2,1,4,2,1
981,Alfa Kimya A.Ş.,21842,0.004840407,0.002277904,0.009090909,0,0.835,0,0,0,44.26578303,1,1,0,2,2,1,4,2
982,Watter BV,21844,0.006453876,0,0,0,0.71,0,0,0,35.82269379,2,1,0,2,2,1,4,2
983,Carense,21853,0,0,0,0,0.36,0,0,0,18,2,1,2,0,1,4,2,1
984,RAVAGO CHEMICALS UKRAINE LLC,21876,0.010312171,0.009111617,0,0.625,0.93,0,0,0,80.08793202,1,0,1,1,0,0,6,0
985,"DAGE CAPITAL, UAB-Nan Pao",21924,0.000701508,0,0,0,0.43,0,0,0,21.53507541,2,1,0,2,1,4,2,1
986,xperio impex,21950,0,0,0,0,0.514,0,0,0,25.7,2,1,0,2,1,4,2,1
987,Reco-E GmbH,21973,0.011645037,0.009111617,0.009090909,0,0.86,6.66E-05,0,0,47.22942106,1,1,0,2,2,1,4,2
988,Guangzhou Yaoguang Technology,22060,0,0,0,0,0.43,0,0,0,21.5,2,1,0,2,1,4,2,1
989,ALFA GROUP,22084,0,0,0,0,0,0,0,0,0,2,1,2,0,3,2,0,3
990,ADI Center s.l.u,22112,0,0,0,0,0,0,0,0,0,2,1,2,0,3,2,0,3
991,PQ Corporation,22119,0.011224132,0.004555809,0,0,0.43,0,0.109266667,0,55.75236833,1,1,0,2,1,4,2,1
992,Oak&Wine,22196,0.003647843,0,0,0,0.71,0,0,0,35.68239214,2,1,0,2,2,1,4,2
993,Narchemicals Kimyevi Mad. San. Tic. Ltd. Sti.,22245,0.02293932,0.109339408,0,0.811320755,0.3018,0,0,0,78.67088526,1,0,1,1,0,3,1,5
994,Braindrop B.V.,22267,0,0,0,0,0.29,0,0,0,14.5,2,1,2,0,1,4,2,1
995,RTS Business Service Handelsges.m.b.H.,22270,0.020904946,0,0,0,0.666666667,0,0,0,34.37858061,2,1,0,2,2,1,4,2
996,deleted_delete_HydroSilex / Nordic Chem,22297,0,0,0,0,0.57,0,0,0,28.5,2,1,0,2,1,4,2,1
997,Balsa Petrokimya Ticaret Ltd.Sti.,22352,0,0,0,0,0.43,0,0,0,21.5,2,1,0,2,1,4,2,1
998,Akde Kimya End. San. ve Tic. Ltd. Şti.,22387,0,0,0,0,0,0,0,0,0,2,1,2,0,3,2,0,3
999,Petrofer AG,22411,0.008839004,0,0,1,0.675,0,0,0,84.19195019,1,0,1,1,0,3,1,0
1000,Briti Scientific,22491,0.002244826,0,0,0,0.31443203,0,0,0,15.83384281,2,1,2,0,1,4,2,1
1001,Trulux Pty Ltd,22496,0,0,0,0,0.71,0,0,0,35.5,2,1,0,2,2,1,4,2
1002,ALMA ENERGY Corporation LTD,22502,0,0,0,0,0,0,0,0,0,2,1,2,0,3,2,0,3
1003,ECSA Chemicals AG,22544,0.012065942,0.011389522,0,0.466666667,0.86,0,0,0,69.21453475,1,0,1,1,2,0,6,7
1004,özkimsan kimya taş mad san ve dıs tic ltd şti,22552,0,0,0,0,0.43,0,0,0,21.5,2,1,0,2,1,4,2,1
1005,BGP Innovatives,22553,0,0,0,0,0.57,0,0,0,28.5,2,1,0,2,1,4,2,1
1006,Kristov  FOOD EXPORT Internationl SL,22563,0,0,0,0,0.33,0,0,0,16.5,2,1,2,0,1,4,2,1
1007,Sternchemie GmbH & Co KG,22600,0,0,0,0,0.43,0,0,0,21.5,2,1,0,2,1,4,2,1
1008,Akshay Chemicals,22612,0,0,0,0,0,0,0,0,0,2,1,2,0,3,2,0,3
1009,Aldeco Krup SL - Bao Chemicals,22625,0.004209049,0,0,0.9,0.55,0,0,0,72.71045247,1,0,1,1,0,3,1,5
1010,Vietchem,22632,0.000561207,0,0,0,0.71,0,0,0,35.52806033,2,1,0,2,2,1,4,2
1011,African Argentum Resources Pty Ltd,22643,0,0,0,0,0,0,0,0,0,2,1,2,0,3,2,0,3
1012,CONSELLS CHEMICALS SP. Z O. O.,22645,0.003928446,0,0,0,0.71,0,0,0,35.69642231,2,1,0,2,2,1,4,2
1013,Elif Endustriyel Kimyasallari,22663,0.06039986,0.006833713,0,0.75,0.93,0,0,0,88.38673558,1,0,1,1,0,3,1,0
1014,HW Projekt GmbH,22690,0.00252543,0,0,0,0.86,0,0,0,43.12627148,1,1,0,2,2,1,4,2
1015,ICARBON Kimya Arge Mühendislik,22730,0.002314977,0,0,0,1,0,0,0,50.11574886,1,1,0,2,2,1,4,2
1016,TEKNOMADEN MADEN NAK. HAF. TRUZIM SAN TİC. LTD.ŞTİ.,22746,0,0,0,0,0.43,0,0,0,21.5,2,1,0,2,1,4,2,1
1017,AKPA,22760,0,0,0,0,0,0,0,0,0,2,1,2,0,3,2,0,3
1018,Arems LLC,22762,0.001613469,0,0,0,0.43,0,0,0,21.58067345,2,1,0,2,1,4,2,1
1019,Carolus Chemical GmbH,22769,0,0,0,0,0.86,0,0,0,43,2,1,0,2,2,1,4,2
1020,Gaia Biomaterials,22774,0.000771659,0,0,0,0.43,0,0,0,21.53858295,2,1,0,2,1,4,2,1
1021,deleted_delete_Naturalis Srl,22832,0,0,0,0,0.71,0,0,0,35.5,2,1,0,2,2,1,4,2
1022,Akalev Manyezit A.Ş.,22841,0,0,0,0,0,0,0,0,0,2,1,2,0,3,2,0,3
1023,Radchem Sp.zo.o. Sp.K.,22855,0.005191161,0.013667426,0,0.214285714,0.336666667,0,0,0,30.54066229,2,1,2,0,1,4,2,1
1024,"Accubiotech Co.,Ltd",22893,0,0,0,0,0.29,0,0,0,14.5,2,1,2,0,1,4,2,1
1025,KERONA GmbH,22907,0.002314977,0,0,0,0.785,0,0,0,39.36574886,2,1,0,2,2,1,4,2
1026,Atul Limited,22910,0.00940021,0,0,0.5,0.453773585,0,0,0,48.15868977,1,0,1,1,0,0,6,7
1027,NEO Chemical,22912,0.038021747,0,0,0.093457944,0.340266667,0,0,0,23.58731787,2,1,2,0,1,4,2,1
1028,MBAS MAKINA VE SANAYI LTD. STI.,23014,0.000631357,0,0,0,0.71,0,0,0,35.53156787,2,1,0,2,2,1,4,2
1029,Salespet,23023,0.002385128,0,0,0,0.29,0,0,0,14.6192564,2,1,2,0,1,4,2,1
1030,Nilkim Teknik Kimya san.Tic. Limited Şirketi,23030,0.052262364,0.120728929,0,0.516363636,0.274143646,0,0,0,66.28426822,1,0,1,1,0,0,6,7
1031,IMPAG AG,23049,0.044966678,0.011389522,0,1,0.644375,0,0,0,86.74498825,1,0,1,1,0,3,1,5
1032,WOCHEM KİMYA LİMİTED ŞİRKETİ,23053,0.027078218,0.200455581,0.218181818,0.968992248,0.386857143,0.075977125,0,0,160.4715727,0,0,1,1,0,3,1,5
1033,Nanografi A.S,23058,0.000350754,0,0,0,0.86,0,0,0,43.01753771,2,1,0,2,2,1,4,2
1034,RV NEORESINS,23075,0.006243423,0.002277904,0.009090909,0.8,0.715,0.01586447,0,0.9,259.9223809,0,0,1,3,4,5,5,4
1035,Global Mines SARL,23156,0,0,0,0,0.71,0,0,0,35.5,2,1,0,2,2,1,4,2
1036,Seralgaz Industrial and Medical Gases Corp.,23239,0.003016485,0,0,0,0.843333333,0,0,0,42.31749094,2,1,0,2,2,1,4,2
1037,Valchim,23261,0,0,0,0,0.215,0,0,0,10.75,2,1,2,0,3,2,0,3
1038,"Hebei ATUN Trading Co., Ltd",23286,0,0,0,0,0.43,0,0,0,21.5,2,1,0,2,1,4,2,1
1039,YUKA KİMYA,23296,0.004209049,0.002277904,0,0.5,0.545652174,0,0,0,52.94864203,1,0,1,1,0,0,6,7
1040,Adel Inter Food com,23321,0,0,0,0,0,0,0,0,0,2,1,2,0,3,2,0,3
1041,United Trading System Scandinavia AB,23326,0.010522624,0,0,0.857142857,0.526666667,0,0,0,69.71660737,1,0,1,1,0,3,1,5
1042,Weighting Agents Plant (KZU),23364,0.009750965,0,0,0,0.57,0,0,0,28.98754823,2,1,0,2,1,4,2,1
1043,Omkrown Pharmachem Pvt Ltd,23457,0,0,0,0,0.476666667,0,0,0,23.83333333,2,1,0,2,1,4,2,1
1044,QolorTech BV,23460,0,0,0,0,0.86,0,0,0,43,2,1,0,2,2,1,4,2
1045,h.r.bioanalysis srl,23470,0,0,0,0,0.86,0,0,0,43,2,1,0,2,2,1,4,2
1046,Alpha Chemika,23481,0,0,0,0,0,0,0,0,0,2,1,2,0,3,2,0,3
1047,Hua-Chem,23502,0.01704665,0.01594533,0.009090909,1,0.5196,3.01E-05,0,0,81.84258991,1,0,1,1,0,3,1,5
1048,Disruptchem Tarim ve Gida Sanayi LTD,23533,0,0,0,0,0.71,0,0,0,35.5,2,1,0,2,2,1,4,2
1049,Elite Chemicals Kimya San.ve Tic.A.S,23536,0.001823921,0,0,0.833333333,0.560277778,0,0,0,69.77175163,1,0,1,1,0,3,1,5
1050,Harmony Additives Private Limited,23605,0.003086636,0,0,0,0.29,0,0,0,14.65433181,2,1,2,0,1,4,2,1
1051,akba makina maden san.tic.ltd.şti.,23633,0,0,0,0,0,0,0,0,0,2,1,2,0,3,2,0,3
1052,R K MINERALS,23636,0,0,0,0,0.29,0,0,0,14.5,2,1,2,0,1,4,2,1
1053,ALT TRADING,23638,0,0,0,0,0.71,0,0,0,35.5,2,1,0,2,2,1,4,2
1054,ZINCO Chelyabinsk Ltd.,23679,0.012136093,0,0,0.875,0.976666667,0,0,0,93.19013796,1,0,1,1,0,3,1,0
