id,Company Name,Company id,Count Page View,Count Search,Count Requests,Count Orders,Count Session Id,Total Order Value In Euro,Monetize Amount,Final Points,Groups on Final Points,ClusterPredicted K-means,cluster Kmeans 10000 runs
2565,Baumit Romania,18099,0.003208258,0.033881897,0,0,0,0,0,1.854507758,3,0,2
2566,BTM BİTÜMLÜ TECRİT MADDELERİ SANAYİVE TİCARET A.Ş,21831,0.002231831,0.013552759,0.003164557,0,0.008605852,0,0,1.852433514,3,0,2
2567,IP Trading Ltd,33991,0.002929279,0.020329138,0,0,0.013769363,0,0,1.851389022,3,0,2
2568,Safic Alcan Chimsnab AD,18285,0.003208258,0.006776379,0.006329114,0,0.00172117,0,0,1.851113167,3,0,2
2569,Phyto Connexion,34661,0.005021621,0.016456922,0,0,0.015490534,0,0,1.848453801,3,0,2
2570,Temizkan Trading Company,32390,0.008229879,0.01839303,0,0,0.010327022,0,0,1.847496551,3,0,2
2571,İDAKEM KİMYA SANAYİ VE TİCARET A.Ş.,24188,0.002929279,0.005808325,0.003164557,0,0.015490534,0,0,1.844318276,3,0,2
2572,SMAIL GROUP Sp. z o.o.,22263,0.004882131,0.016456922,0,0,0.015490534,0,0,1.841479327,3,0,2
2573,Teknologisk Institut,19350,0.001813363,0.009680542,0.006329114,0,0,0,0,1.840518045,3,0,2
2574,Euro OTC Pharma GmbH,35784,0.005719068,0.024201355,0,0,0.006884682,0,0,1.840255253,3,0,2
2575,Immerbau Sp. z o,17997,0.001255405,0.006776379,0.006329114,0,0.003442341,0,0,1.839529059,3,0,2
2576,Rosso&Nero srl,31420,0.003347747,0.008712488,0.003164557,0,0.012048193,0,0,1.838332788,3,0,2
2577,JEB Distributions,35837,0.004603152,0.01839303,0,0,0.013769363,0,0,1.838277282,3,0,2
2578,Rexil-Agro BV,30416,0.006834984,0.021297193,0,0,0.008605852,0,0,1.836901429,3,0,2
2579,BlueBay Aquatics,8022,0.00516111,0.006776379,0.003164557,0,0.012048193,0,0,1.832195522,3,0,2
2580,DELOS IMPEX 96 srl,25609,0.00516111,0.026137464,0,0,0.005163511,0,0,1.823104261,3,0,2
2581,Kaubit AG,3507,0.006974473,0.017424976,0,0,0.012048193,0,0,1.8223821,3,0,2
2582,Saint-Gobain Ecophon,4340,0.001115916,0.004840271,0.006329114,0,0.005163511,0,0,1.821807684,3,0,2
2583,Bruchsaler Farbenfabrik GmbH & Co. KG,27651,0.001534384,0.000968054,0.006329114,0,0.008605852,0,0,1.821237302,3,0,2
2584,Max Baermann GmbH,27880,0.002092342,0.022265247,0,0,0.012048193,0,0,1.820289083,3,0,2
2585,Capital concept colombia e.u,31685,0.005719068,0.020329138,0,0,0.010327022,0,0,1.818761451,3,0,2
2586,CAM Bioceramics B.V.,24082,0.003626726,0.015488867,0,0,0.017211704,0,0,1.816364876,3,0,2
2587,Lookout Services,30870,0.003905705,0.004840271,0,0,0.027538726,0,0,1.814235125,3,0,2
2588,BIO BONE NANO TEKNOLOJILERI,35347,0.005579579,0.020329138,0,0,0.010327022,0,0,1.811786977,3,0,2
2589,Tillman international B.V.,17478,0.002929279,0.028073572,0,0,0.005163511,0,0,1.808318107,3,0,2
2590,Betolar Ltd,8320,0.003487237,0.006776379,0,0,0.025817556,0,0,1.804058606,3,0,2
2591,Larocca Engineering,23508,0.002929279,0.019361084,0,0,0.013769363,0,0,1.802986311,3,0,2
2592,Thermaset LTD,27701,0.001952853,0.020329138,0,0,0.013769363,0,0,1.802567708,3,0,2
2593,BEGONIA,31555,0.005579579,0.01839303,0,0,0.012048193,0,0,1.801040076,3,0,2
2594,Victus International,5134,0.010182731,0,0,0,0.025817556,0,0,1.800014357,3,0,2
2595,Rudolf Hensel GmbH,21128,0.003766216,0,0.006329114,0,0.006884682,0,0,1.798367647,3,0,2
2596,Vutrex d.o.o.,31345,0.003626726,0.011616651,0,0,0.020654045,0,0,1.794871073,3,0,2
2597,MIT GmbH,33295,0.0053006,0.005808325,0.003164557,0,0.012048193,0,0,1.790767285,3,0,2
2598,Aurora Digital Colours Ltd,32774,0.003626726,0.01839303,0,0,0.013769363,0,0,1.789455968,3,0,2
2599,Organik Kimya AS,21478,0.003347747,0.020329138,0,0,0.012048193,0,0,1.786253922,3,0,2
2600,Sorption Technologies GmbH,27483,0.003487237,0.005808325,0.003164557,0,0.013769363,0,0,1.78615765,3,0,2
2601,youbee GmbH,33789,0.004742642,0.009680542,0.003164557,0,0.008605852,0,0,1.784363193,3,0,2
2602,TENZI SP. Z O.O.,22485,0.003766216,0.010648596,0.003164557,0,0.008605852,0,0,1.78394459,3,0,2
2603,Yamamoto Trading (Thailand),1623,0.004463663,0.017424976,0,0,0.013769363,0,0,1.782900098,3,0,2
2604,"PRODUCTOS DE COSMÉTICA PROFESIONAL, S.L.",25263,0.002929279,0.015488867,0,0,0.017211704,0,0,1.781492509,3,0,2
2605,Beryl Circular BV,20772,0.002789789,0.024201355,0,0,0.008605852,0,0,1.779849831,3,0,2
2606,Marta Kaufmann Cosmética SL,25286,0.002231831,0.015488867,0.003164557,0,0.005163511,0,0,1.777121895,3,0,2
2607,Samtech Extraktionstechnik GmbH,23939,0.002092342,0.008712488,0.003164557,0,0.012048193,0,0,1.775562527,3,0,2
2608,"LLC ""VPO VOLGOKHIMNEFT""",35625,0.003347747,0.01839303,0,0,0.013769363,0,0,1.775507021,3,0,2
2609,trustseal limited,21210,0.002231831,0.006776379,0.003164557,0,0.013769363,0,0,1.771790099,3,0,2
2610,M&B GreenUs Hungary Kft.,30725,0.003068768,0.014520813,0.003164557,0,0.005163511,0,0,1.770566025,3,0,2
2611,Martí Tor Alergia,27218,0.002789789,0.022265247,0,0,0.010327022,0,0,1.76910293,3,0,2
2612,VDS optilab,28449,0.0026503,0.015488867,0,0,0.017211704,0,0,1.767543562,3,0,2
2613,Al Manar Group,22808,0.003208258,0.012584705,0.003164557,0,0.006884682,0,0,1.766793598,3,0,2
2614,Augusto Bellinvia srl,34639,0.004045195,0.004840271,0.003164557,0,0.013769363,0,0,1.765652833,3,0,2
2615,Laboratorios Olea Vitae s.l.,26069,0.001394895,0.01839303,0,0,0.015490534,0,0,1.763922913,3,0,2
2616,PSC A/S,20823,0.005579579,0.003872217,0,0,0.025817556,0,0,1.763467576,3,0,2
2617,Inkgenio Srl,615,0.004742642,0.005808325,0.003164557,0,0.012048193,0,0,1.762869391,3,0,2
2618,Schildecker Transport GmbH,23668,0.0026503,0.022265247,0,0,0.010327022,0,0,1.762128457,3,0,2
2619,Laboratoires SYNTH-INNOVE,27613,0.002231831,0.004840271,0.003164557,0,0.015490534,0,0,1.761043198,3,0,2
2620,Naturprodukte Lembcke GbR,22420,0.002789789,0.020329138,0,0,0.012048193,0,0,1.758356029,3,0,2
2621,MASTERBATCH NUPLEX,25975,0.002231831,0.011616651,0.003164557,0,0.008605852,0,0,1.755628093,3,0,2
2622,Stora Enso,22970,0.003208258,0.023233301,0,0,0.008605852,0,0,1.752370541,3,0,2
2623,SaKaMi Oy,23279,0.004463663,0.011616651,0,0,0.018932874,0,0,1.750659394,3,0,2
2624,Miquel y Costas & Miquel S.A,3176,0.010043242,0.007744434,0,0,0.017211704,0,0,1.749968969,3,0,2
2625,"Cooperativa de Maestros Pintores, Copiza",23759,0.001394895,0.004840271,0.006329114,0,0.003442341,0,0,1.749698111,3,0,2
2626,Spandex,33023,0.002789789,0,0.006329114,0,0.006884682,0,0,1.749546333,3,0,2
2627,Puroc B.V.,21221,0.002371321,0.006776379,0,0,0.025817556,0,0,1.748262819,3,0,2
2628,United Initiators SAS,33906,0.003766216,0.017424976,0,0,0.013769363,0,0,1.748027731,3,0,2
2629,FCHL Ltd,25221,0.015901799,0.008712488,0,0,0.010327022,0,0,1.747065484,3,0,2
2630,"LLC ""Attika-Ukraine""",30246,0.003068768,0.007744434,0,0,0.024096386,0,0,1.745479377,3,0,2
2631,Dulimex AG,25318,0.000976426,0,0.006329114,0,0.008605852,0,0,1.744936698,3,0,2
2632,AIG SINERGIA,13005,0.0026503,0.005808325,0.003164557,0,0.013769363,0,0,1.744310809,3,0,2
2633,CHEMFIL CHEMICALS FILIPPIDIS ALEXANDROS,33080,0.006137537,0.01839303,0,0,0.010327022,0,0,1.74287945,3,0,2
2634,Nor-Maali,7629,0.002371321,0.013552759,0,0,0.018932874,0,0,1.742847714,3,0,2
2635,Linden Chemie GmbH & Co. KG,36090,0.003905705,0.009680542,0.003164557,0,0.008605852,0,0,1.742516353,3,0,2
2636,Darbini Ltd,34442,0.003068768,0.008712488,0.003164557,0,0.010327022,0,0,1.738325322,3,0,2
2637,DICSOL,17214,0.003766216,0.030977735,0,0,0,0,0,1.73719752,3,0,2
2638,PEGAMENTOS CABALLERO,19849,0.001673874,0.020329138,0.003164557,0,0,0,0,1.733061995,3,0,2
2639,Springtech Ltd,23631,0.002092342,0.016456922,0.003164557,0,0.003442341,0,0,1.732491613,3,0,2
2640,Slash Oü,14195,0.003766216,0.022265247,0,0,0.008605852,0,0,1.731865724,3,0,2
2641,Adiquimica,35968,0.005579579,0.013552759,0,0,0.015490534,0,0,1.731143563,3,0,2
2642,cph Deutschland Chemie GmbH,11061,0.003208258,0.013552759,0.003164557,0,0.005163511,0,0,1.729137788,3,0,2
2643,Still Anna Łapkiewicz,34468,0.00251081,0.009680542,0,0,0.022375215,0,0,1.728328385,3,0,2
2644,Oxiquimica Lda,10514,0.004603152,0.002904163,0.006329114,0,0.00172117,0,0,1.727247059,3,0,2
2645,AROMAMEX,32728,0.005719068,0.005808325,0.003164557,0,0.010327022,0,0,1.725632185,3,0,2
2646,Krahn Chemie Deutschland GmbH,156,0.005998047,0.016456922,0,0,0.012048193,0,0,1.725158075,3,0,2
2647,ACC Beku GmbH,27876,0.001394895,0.013552759,0.003164557,0,0.006884682,0,0,1.724528154,3,0,2
2648,EOC Einkauf AG,23924,0.003626726,0.000968054,0.003164557,0,0.017211704,0,0,1.72323561,3,0,2
2649,ITS IMPEX GMBH,20346,0.001534384,0.032913843,0,0,0,0,0,1.722411366,3,0,2
2650,Renson Ventilation,34541,0.002092342,0.014520813,0.003164557,0,0.005163511,0,0,1.721744711,3,0,2
2651,Hammel Dispersionsfarben GmbH,30405,0.009624773,0,0.003164557,0,0.012048193,0,0,1.716559697,3,0,2
2652,Pretty Fizzy Things,35650,0.0053006,0.007744434,0.003164557,0,0.008605852,0,0,1.715455666,3,0,2
2653,PACAST AG,31288,0.0026503,0,0.003164557,0,0.018932874,0,0,1.712070105,3,0,2
2654,DR.SCHNELL GmbH & Co. KGaA,29801,0.003626726,0.011616651,0,0,0.018932874,0,0,1.708812553,3,0,2
2655,Filter System Kft,18269,0.006834984,0.013552759,0,0,0.013769363,0,0,1.707855304,3,0,2
2656,CATALYSIS SL,31269,0.002231831,0.010648596,0.003164557,0,0.008605852,0,0,1.707225382,3,0,2
2657,Transformer &  Rectifiers (I) Ltd,32048,0.007671921,0.005808325,0,0,0.020654045,0,0,1.706714539,3,0,2
2658,fluide si interioare srl,35531,0.003905705,0.016456922,0,0,0.013769363,0,0,1.706599494,3,0,2
2659,MAXAM CORP,32697,0.002929279,0.017424976,0,0,0.013769363,0,0,1.70618089,3,0,2
2660,MF PACKAGING,32839,0.004324174,0.012584705,0,0,0.017211704,0,0,1.706029111,3,0,2
2661,"Verde Proximo Unipessoal, LDA",25804,0.002092342,0.003872217,0.003164557,0,0.015490534,0,0,1.705666014,3,0,2
2662,Modena Centro Prove,23340,0.003766216,0.025169409,0,0,0.005163511,0,0,1.704956816,3,0,2
2663,Laboratorium Buchrucker Hygiene GmbH,34147,0.005579579,0.016456922,0,0,0.012048193,0,0,1.704234655,3,0,2
2664,SpaChem Limited,310,0.002371321,0.008712488,0.003164557,0,0.010327022,0,0,1.703452954,3,0,2
2665,Moltex Energy,19769,0.006974473,0.005808325,0.003164557,0,0.008605852,0,0,1.702343926,3,0,2
2666,Özcan Kimya Ltd.Şti.,12181,0.002371321,0.002904163,0.006329114,0,0.003442341,0,0,1.701714004,3,0,2
2667,UENS UK LIMITED,34143,0.003626726,0.012584705,0.003164557,0,0.005163511,0,0,1.701658498,3,0,2
2668,Ivm Chemicals Srl,661,0.001394895,0.003872217,0.006329114,0,0.003442341,0,0,1.701295401,3,0,2
2669,Original wood tops,2766,0.007392942,0.014520813,0,0,0.012048193,0,0,1.698097388,3,0,2
2670,Thakar Dass & Co. Delhi,1645,0.010182731,0.020329138,0,0,0.003442341,0,0,1.697710521,3,0,2
2671,reinkauf gmbh Betriebshygiene & Arbeitsschutz,29061,0.002929279,0.015488867,0,0,0.015490534,0,0,1.695433989,3,0,2
2672,Essential Therapy GmbH,34433,0.003068768,0.007744434,0.003164557,0,0.010327022,0,0,1.689922611,3,0,2
2673,TOYO Matbaa Mürekkepleri San.ve Tic.A.Ş.,28460,0.001952853,0.007744434,0,0,0.024096386,0,0,1.68968359,3,0,2
2674,SUN CHEM PVT LTD,27222,0.010182731,0.002904163,0,0,0.020654045,0,0,1.687046929,3,0,2
2675,Ema-Brzezie Sp. z o.o.,20692,0.004184684,0.017424976,0,0,0.012048193,0,0,1.682892631,3,0,2
2676,Graine de Malice,22881,0.0026503,0.015488867,0,0,0.015490534,0,0,1.681485042,3,0,2
2677,ONE SHOT PRODUCTS LTD,22494,0.002231831,0.013552759,0.003164557,0,0.005163511,0,0,1.680316474,3,0,2
2678,Studio Federico Diaz,17217,0.00251081,0.024201355,0,0,0.006884682,0,0,1.679842365,3,0,2
2679,Laurendor Sl,17012,0.004463663,0.016456922,0.003164557,0,0,0,0,1.678940621,3,0,2
2680,Materiale Poligrafice Serti SRL,18261,0.004324174,0.003872217,0.006329114,0,0,0,0,1.675642303,3,0,2
2681,Birch Chemicals Limited,16185,0.001813363,0.008712488,0.003164557,0,0.010327022,0,0,1.675555061,3,0,2
2682,Ondrstroj engineering s.r.o.,31523,0.006277026,0.020329138,0,0,0.006884682,0,0,1.674542305,3,0,2
2683,Lab. Ofichem,15057,0.003905705,0.004840271,0.003164557,0,0.012048193,0,0,1.67261984,3,0,2
2684,CLIQ SWISSTECH,33864,0.001952853,0.000968054,0.006329114,0,0.005163511,0,0,1.670043683,3,0,2
2685,Italy Nanocage srl,23896,0.000976426,0.001936108,0.006329114,0,0.005163511,0,0,1.669625079,3,0,2
2686,D. SOURIS CHEMICALS S.A.,6520,0.002231831,0.011616651,0.003164557,0,0.006884682,0,0,1.669569573,3,0,2
2687,BillerudKorsnäs,22336,0.0026503,0.007744434,0.003164557,0,0.010327022,0,0,1.668999191,3,0,2
2688,AGET SERVICE SRL,30417,0.006137537,0.004840271,0,0,0.022375215,0,0,1.667651141,3,0,2
2689,Negratín,23648,0.001813363,0.006776379,0.003164557,0,0.012048193,0,0,1.664808159,3,0,2
2690,Dr. Kurt Wolff Gmbh & Co. Kg,568,0.00251081,0.013552759,0,0,0.017211704,0,0,1.663763667,3,0,2
2691,Ducor Petrochemicals,28357,0.002929279,0.025169409,0,0,0.005163511,0,0,1.663109976,3,0,2
2692,Holiday Depilatori SRL,35277,0.002092342,0.011616651,0.003164557,0,0.006884682,0,0,1.6625951,3,0,2
2693,Cobatt,28386,0.003766216,0.017424976,0,0,0.012048193,0,0,1.661969211,3,0,2
2694,Picolor,18280,0.002092342,0.005808325,0.006329114,0,0,0,0,1.66085615,3,0,2
2695,Schaffler GmbH,21764,0.002231831,0.009680542,0.003164557,0,0.008605852,0,0,1.658822672,3,0,2
2696,Handy-Craft Company,31380,0.003905705,0.015488867,0,0,0.013769363,0,0,1.658196783,3,0,2
2697,OGUS Netze & Wirkwaren GmbH & Co. KG,33893,0.004324174,0.005808325,0.003164557,0,0.010327022,0,0,1.655887451,3,0,2
2698,thinXXS Microtechnology AG,27625,0.003487237,0.010648596,0,0,0.018932874,0,0,1.653435369,3,0,2
2699,Dusan Melichac - PROTOON CCS,33180,0.004045195,0.007744434,0.003164557,0,0.008605852,0,0,1.652685405,3,0,2
2700,"Laiex, S.L.",305,0.001115916,0.004840271,0.006329114,0,0.00172117,0,0,1.649690645,3,0,2
2701,Kirman Construct SRL,28334,0.003766216,0.009680542,0.003164557,0,0.006884682,0,0,1.64948336,3,0,2
2702,keim additec Surface GmbH,11132,0.001813363,0.011616651,0.003164557,0,0.006884682,0,0,1.648646153,3,0,2
2703,PTS ZIENDALSKI,32251,0.003068768,0.021297193,0,0,0.008605852,0,0,1.648590647,3,0,2
2704,Organic Gardens GmbH,34069,0.003208258,0.006776379,0.003164557,0,0.010327022,0,0,1.648494374,3,0,2
2705,Extra Plast Műanyagfeldolgozó Kft.,28479,0.005858558,0.011616651,0,0,0.015490534,0,0,1.648287089,3,0,2
2706,APS COATINGS,21635,0.002092342,0.022265247,0,0,0.008605852,0,0,1.648172043,3,0,2
2707,Aurena Laboratories AB,4237,0.003487237,0.017424976,0,0,0.012048193,0,0,1.648020264,3,0,2
2708,Permanent Beauty doo,36221,0.006695494,0.019361084,0,0,0.006884682,0,0,1.647063015,3,0,2
2709,LLC Universal-M,31088,0.006137537,0.016456922,0,0,0.010327022,0,0,1.646074029,3,0,2
2710,Signify BV,34479,0.003068768,0.006776379,0.003164557,0,0.010327022,0,0,1.6415199,3,0,2
2711,Diacosa AG,28681,0.001952853,0.022265247,0,0,0.008605852,0,0,1.64119757,3,0,2
2712,NOVOL Sp. Z O.O.,19376,0.003347747,0.017424976,0,0,0.012048193,0,0,1.641045791,3,0,2
2713,Iride Acque Srl,24945,0.002789789,0.008712488,0.003164557,0,0.008605852,0,0,1.638317855,3,0,2
2714,Sauerstoffwerk Friedrichshafen GmbH,27256,0.004882131,0.010648596,0,0,0.017211704,0,0,1.637121584,3,0,2
2715,UP Catalyst,35863,0.002789789,0.005808325,0,0,0.024096386,0,0,1.634725009,3,0,2
2716,Helio Beit Pigmentpasten Gmbh,727,0.002231831,0.01839303,0,0,0.012048193,0,0,1.633652714,3,0,2
2717,CHIMPEX INDUSTRIALE SPA,22777,0.0026503,0.014520813,0,0,0.015490534,0,0,1.633082332,3,0,2
2718,ChemEast Laboratory Ltd.,35211,0.005440089,0.020329138,0,0,0.006884682,0,0,1.632695464,3,0,2
2719,NACIONAL DE SERVICIOS DARGUE S.A. DE C.V.,1951,0.011996094,0,0,0,0.020654045,0,0,1.632506952,3,0,2
2720,Hydrochem Group,5149,0.003626726,0.020329138,0,0,0.008605852,0,0,1.62808583,3,0,2
2721,Selena Iberia,29084,0.003208258,0.002904163,0.003164557,0,0.013769363,0,0,1.627000571,3,0,2
2722,BEYAZ KAGIT VE HIJYENIK URUNLER TEMIZLIK INSAAT SAN. TIC. A.S.,21579,0.000697447,0.023233301,0,0,0.008605852,0,0,1.626830019,3,0,2
2723,ECOIMSA,32824,0.003487237,0.007744434,0.003164557,0,0.008605852,0,0,1.624787511,3,0,2
2724,Agro-Eco-Barcelona,28190,0.004184684,0.014520813,0,0,0.013769363,0,0,1.623743019,3,0,2
2725,Creative Material,21785,0.002092342,0.025169409,0,0,0.005163511,0,0,1.621263135,3,0,2
2726,Choco Family Kft,34678,0.004882131,0.015488867,0,0,0.012048193,0,0,1.620959577,3,0,2
2727,Maripharm,19572,0.002231831,0.004840271,0.006329114,0,0,0,0,1.619427912,3,0,2
2728,Doehler sp. z o. o.,31577,0.003208258,0.006776379,0,0,0.022375215,0,0,1.61799262,3,0,2
2729,Rilit Lackfabrik GmbH,24001,0.002231831,0.001936108,0.003164557,0,0.015490534,0,0,1.615835066,3,0,2
2730,LACKFA Isolierstoff GmbH & Co. KG,33404,0.008090389,0.008712488,0,0,0.015490534,0,0,1.614670532,3,0,2
2731,Rodamientos Bulnes,34956,0.004742642,0.015488867,0,0,0.012048193,0,0,1.613985104,3,0,2
2732,Utraco Holland B.V.,11739,0.00251081,0.006776379,0.003164557,0,0.010327022,0,0,1.613622007,3,0,2
2733,Ramis TECH,15052,0.002789789,0.011616651,0.003164557,0,0.005163511,0,0,1.611408947,3,0,2
2734,SurfChem,30889,0.004184684,0.019361084,0,0,0.008605852,0,0,1.607581013,3,0,2
2735,Orchidee Europe BVBA,19412,0.001952853,0.010648596,0.003164557,0,0.006884682,0,0,1.607217916,3,0,2
2736,"Karel Kaňák, s.r.o.",30806,0.002789789,0.002904163,0.003164557,0,0.013769363,0,0,1.606077151,3,0,2
2737,"CENTRAL LIBRE DE COMPRAS, SL.",34941,0.00251081,0.026137464,0,0,0.003442341,0,0,1.604530746,3,0,2
2738,Indujet GmbH,28246,0.004045195,0.006776379,0.003164557,0,0.008605852,0,0,1.604282695,3,0,2
2739,DENTSCARE,30451,0.0053006,0.016456922,0,0,0.010327022,0,0,1.604227188,3,0,2
2740,stockeurostock.srl,25003,0.002231831,0.012584705,0,0,0.017211704,0,0,1.60141201,3,0,2
2741,Oynurden Kimya,16757,0.001115916,0.003872217,0.006329114,0,0.00172117,0,0,1.601287934,3,0,2
2742,Quality Colors,2979,0.004463663,0.009680542,0.003164557,0,0.005163511,0,0,1.598297207,3,0,2
2743,"Fabrica de Tintas KAR , Lda",21614,0.006137537,0.015488867,0,0,0.010327022,0,0,1.597671318,3,0,2
2744,LAPASSE ADDITIVES CHEMICALS,2585,0.002231831,0.003872217,0,0,0.025817556,0,0,1.596080214,3,0,2
2745,2 Gamma Automotive,32871,0.0026503,0.009680542,0.003164557,0,0.006884682,0,0,1.593687572,3,0,2
2746,Fluisense.ApS,32920,0.004324174,0.015488867,0,0,0.012048193,0,0,1.593061684,3,0,2
2747,Denis Brinicombe Group Limited,23157,0.001952853,0.021297193,0,0,0.008605852,0,0,1.592794859,3,0,2
2748,Polyscope Polymers BV,31378,0.002789789,0.013552759,0,0,0.015490534,0,0,1.591654094,3,0,2
2749,Massalia Innovation,33596,0.003347747,0.010648596,0.003164557,0,0.005163511,0,0,1.59090413,3,0,2
2750,Water Future B.V.,28658,0.002789789,0.007744434,0.003164557,0,0.008605852,0,0,1.589915144,3,0,2
2751,PKF LLC,33097,0.001255405,0,0.006329114,0,0.005163511,0,0,1.586768605,3,0,2
2752,PICO-Medical GmbH,34009,0.005858558,0.015488867,0,0,0.010327022,0,0,1.583722372,3,0,2
2753,ARERKO KIMYA SANAYI,25726,0.001534384,0.023233301,0,0,0.006884682,0,0,1.58261834,3,0,2
2754,FBR CONSULTING KFT,23041,0.002789789,0.011616651,0,0,0.017211704,0,0,1.580907193,3,0,2
2755,Cerigrup sl,16905,0.002789789,0.005808325,0.003164557,0,0.010327022,0,0,1.579168243,3,0,2
2756,NOVA AGRO SRL,28538,0.004045195,0.009680542,0.003164557,0,0.005163511,0,0,1.577373787,3,0,2
2757,Candle Store srl,30690,0.005719068,0.015488867,0,0,0.010327022,0,0,1.576747898,3,0,2
2758,Saul Sadoch Spa - Rex Prodotti Cartotecnici,23681,0.002371321,0.007744434,0.003164557,0,0.008605852,0,0,1.568991724,3,0,2
2759,KNOPP GmbH,19805,0.004463663,0.009680542,0,0,0.017211704,0,0,1.567795453,3,0,2
2760,E & A Supply Corporation,17609,0.00251081,0.027105518,0,0,0.00172117,0,0,1.566874937,3,0,2
2761,usak seramik,28365,0.004742642,0.014520813,0,0,0.012048193,0,0,1.565582393,3,0,2
2762,ARBER Karbon San. ve Tic. A.Ş.,16447,0.001534384,0.006776379,0.003164557,0,0.010327022,0,0,1.564800693,3,0,2
2763,Flag Paints Ltd,25104,0.002929279,0.001936108,0.003164557,0,0.013769363,0,0,1.564648914,3,0,2
2764,SK Functional Polymer,30407,0.005998047,0.01839303,0,0,0.006884682,0,0,1.563787937,3,0,2
2765,AKONA MUSTAFA AKPINAR LTD.ŞTİ.,32250,0.005021621,0.019361084,0,0,0.006884682,0,0,1.563369334,3,0,2
2766,Sir Industriale S.p.A.,22512,0.002789789,0.010648596,0.003164557,0,0.005163511,0,0,1.563006236,3,0,2
2767,PCT EUROPE SRL,23588,0.003626726,0.002904163,0.003164557,0,0.012048193,0,0,1.561865472,3,0,2
2768,Micron srl,31786,0.00251081,0.01839303,0,0,0.010327022,0,0,1.561543141,3,0,2
2769,SmartFilmPlus - Thomas Maurer Handelsagentur,30056,0.003905705,0.013552759,0,0,0.013769363,0,0,1.561391362,3,0,2
2770,SEDATEX SA,30730,0.002371321,0.011616651,0,0,0.017211704,0,0,1.559983773,3,0,2
2771,R. R. Enterprises,27995,0.003766216,0.006776379,0,0,0.020654045,0,0,1.559831994,3,0,2
2772,BOCHEM,16243,0.000278979,0.003872217,0.006329114,0,0.00172117,0,0,1.559441094,3,0,2
2773,Saanvi Corp,12455,0.001813363,0.008712488,0,0,0.020654045,0,0,1.558994787,3,0,2
2774,UAB ISENCES,29701,0.001673874,0.017424976,0,0,0.012048193,0,0,1.55735211,3,0,2
2775,GrünesKorn GmbH,31008,0.005858558,0.01839303,0,0,0.006884682,0,0,1.556813464,3,0,2
2776,CONFETTISHOTS SL (OHFX),35556,0.004882131,0.019361084,0,0,0.006884682,0,0,1.55639486,3,0,2
2777,Interosa Lifestyle Barbara Krienen,35838,0.0053006,0.015488867,0,0,0.010327022,0,0,1.555824478,3,0,2
2778,GAEC DES BROUSSES,17915,0.005858558,0.012584705,0.003164557,0,0,0,0,1.555074514,3,0,2
2779,ID-Comp,24388,0.0026503,0.023233301,0,0,0.005163511,0,0,1.552355608,3,0,2
2780,Grimm Metallpulver GmbH,19557,0.005858558,0.025169409,0,0,0,0,0,1.551398358,3,0,2
2781,BTG Instruments AB,35049,0.003487237,0.009680542,0.003164557,0,0.005163511,0,0,1.549475893,3,0,2
2782,Hydro technology,18500,0.003487237,0.009680542,0.003164557,0,0.005163511,0,0,1.549475893,3,0,2
2783,J C Hagen GmbH,21420,0.002371321,0.009680542,0,0,0.018932874,0,0,1.549236872,3,0,2
2784,Cortex Chemicals Sp. z o.o.,28046,0.00516111,0.015488867,0,0,0.010327022,0,0,1.548850004,3,0,2
2785,MONOKEM KİMYA SAN. VE TİC. LTD. ŞTİ,14654,0.000418468,0,0.006329114,0,0.005163511,0,0,1.544921764,3,0,2
2786,Helios Ukraine,19663,0.001673874,0.003872217,0.006329114,0,0,0,0,1.543127308,3,0,2
2787,Adrian Bell Livestock Scanning Ltd,32253,0.005579579,0.01839303,0,0,0.006884682,0,0,1.542864517,3,0,2
2788,Chemical System Corporation,8480,0.001952853,0.014520813,0.003164557,0,0.00172117,0,0,1.542653198,3,0,2
2789,PRIME IFC CONTROL,21272,0.002092342,0.01839303,0,0,0.010327022,0,0,1.540619721,3,0,2
2790,elmira industrial supplies,27712,0.003347747,0.006776379,0,0,0.020654045,0,0,1.538908574,3,0,2
2791,Ubimedia SRL,33141,0.002789789,0.019361084,0,0,0.008605852,0,0,1.537836279,3,0,2
2792,Alpha-Biocare GmbH,30859,0.002789789,0.019361084,0,0,0.008605852,0,0,1.537836279,3,0,2
2793,Scherzinger Pumpen GmbH & Co.KG,25340,0.002929279,0.004840271,0.003164557,0,0.010327022,0,0,1.537740006,3,0,2
2794,Bachem AG,24356,0.001115916,0.010648596,0,0,0.018932874,0,0,1.534869321,3,0,2
2795,Forbikes SRL,15399,0.002371321,0.002904163,0.006329114,0,0,0,0,1.529596965,3,0,2
2796,"QUIMICA DEL CENTRO, S.A.",22167,0.004324174,0.019361084,0,0,0.006884682,0,0,1.528496966,3,0,2
2797,ETB Global B.V.,31283,0.000836937,0.000968054,0.006329114,0,0.003442341,0,0,1.528189376,3,0,2
2798,Earthenable Rwanda Ltd,27349,0.00251081,0.006776379,0.003164557,0,0.008605852,0,0,1.527563487,3,0,2
2799,CellMark France SAS,25323,0.003766216,0.016456922,0,0,0.010327022,0,0,1.527507981,3,0,2
2800,Roschem Products Ltd,21042,0.001534384,0.007744434,0.003164557,0,0.008605852,0,0,1.527144883,3,0,2
