id,Company Name,Company id,Count Page View,Count Search,Count Requests,Count Orders,Count Session Id,Total Order Value In Euro,Monetize Amount,Final Points,Groups on Final Points,KmeansClusterPredicted,cluster Kmeans 10000 runs,cluster (RM) 1000 runs,DBSCANClusterPredicted,AgloClusterPredicted,SpectralClusterPredicted
4202,"Productos Paorga, S. L.",18357,0.009764263,0,0,0,0,0,0,0.48821314,3,2,2,2,0,2,0
4203,MEGARIDE SRL,30432,0.002231831,0.005808325,0,0,0.00172117,0,0,0.488066358,3,2,2,2,0,2,0
4204,Givaudan India Private Limited,1495,0.001255405,0.006776379,0,0,0.00172117,0,0,0.487647755,3,2,2,2,0,2,0
4205,Véto-Pharma,32827,0.001673874,0.002904163,0,0,0.005163511,0,0,0.487077372,3,2,2,2,0,2,0
4206,Narayana Verlag GmbH,33831,0.001673874,0.002904163,0,0,0.005163511,0,0,0.487077372,3,2,2,2,0,2,0
4207,Rachel Branaghan Research Ltd,1498,0.001673874,0.002904163,0,0,0.005163511,0,0,0.487077372,3,2,2,2,0,2,0
4208,Inspectorate Antwerp nv,30996,0.001673874,0.002904163,0,0,0.005163511,0,0,0.487077372,3,2,2,2,0,2,0
4209,Hoice Incorporation,27477,0.000697447,0.003872217,0,0,0.005163511,0,0,0.486658769,3,2,2,2,0,2,0
4210,DREYMOOR FERTILIZERS OVERSEAS PTE LTD,23155,0.001115916,0,0,0,0.008605852,0,0,0.486088386,3,2,2,2,0,2,0
4211,Alfa Laval TUmba AB,19515,0.001952853,0.007744434,0,0,0,0,0,0.484864312,3,2,2,2,0,2,0
4212,Ing. Pratter Robert,19587,0.000976426,0.008712488,0,0,0,0,0,0.484445709,3,2,2,2,0,2,0
4213,Van De Wiele-rubber,18435,0.000976426,0.008712488,0,0,0,0,0,0.484445709,3,2,2,2,0,2,0
4214,Cosplayandco sas di Brunero Andrea,27352,0.002371321,0.003872217,0,0,0.003442341,0,0,0.48429393,3,2,2,2,0,2,0
4215,"Przedsiębiorstwo Usługowe ""AGR"" Adam Grzymała",31673,0.001394895,0.004840271,0,0,0.003442341,0,0,0.483875327,3,2,2,2,0,2,0
4216,ANTIPIOL RESEARCH SRL,33029,0.001394895,0.004840271,0,0,0.003442341,0,0,0.483875327,3,2,2,2,0,2,0
4217,CIJ JETINKS INDUSTRY,23546,0.001394895,0.004840271,0,0,0.003442341,0,0,0.483875327,3,2,2,2,0,2,0
4218,SODDEL,12745,0.001394895,0.004840271,0,0,0.003442341,0,0,0.483875327,3,2,2,2,0,2,0
4219,LF GmbH & Co. KG,32928,0.000836937,0.001936108,0,0,0.006884682,0,0,0.482886341,3,2,2,2,0,2,0
4220,Arevipharma GmbH,27708,0.000836937,0.001936108,0,0,0.006884682,0,0,0.482886341,3,2,2,2,0,2,0
4221,Nanovis GmbH,28159,0.000836937,0.001936108,0,0,0.006884682,0,0,0.482886341,3,2,2,2,0,2,0
4222,Katincharov & co,30128,0.000836937,0.001936108,0,0,0.006884682,0,0,0.482886341,3,2,2,2,0,2,0
4223,BODANCHIMICA S.R.L.,24020,0.000836937,0.001936108,0,0,0.006884682,0,0,0.482886341,3,2,2,2,0,2,0
4224,SoliPharma BV,21860,0.001115916,0.006776379,0,0,0.00172117,0,0,0.480673281,3,2,2,2,0,2,0
4225,"LLC ""Soytex""",21910,0.001115916,0.006776379,0,0,0.00172117,0,0,0.480673281,3,2,2,2,0,2,0
4226,AGC Chemicals RUS,30748,0.001534384,0.002904163,0,0,0.005163511,0,0,0.480102899,3,2,2,2,0,2,0
4227,Smithers-Oasis France,29980,0.001534384,0.002904163,0,0,0.005163511,0,0,0.480102899,3,2,2,2,0,2,0
4228,Sochima S.r.l.,22903,0.001534384,0.002904163,0,0,0.005163511,0,0,0.480102899,3,2,2,2,0,2,0
4229,BSG TECH SRL,22398,0.000557958,0.003872217,0,0,0.005163511,0,0,0.479684295,3,2,2,2,0,2,0
4230,OROSOLV,3242,0.000557958,0.003872217,0,0,0.005163511,0,0,0.479684295,3,2,2,2,0,2,0
4231,ARSILIA Global Services,23418,0.000976426,0,0,0,0.008605852,0,0,0.479113913,3,2,2,2,0,2,0
4232,Bkt boğaziçi kimya,17667,0.001813363,0.007744434,0,0,0,0,0,0.477889839,3,2,2,2,0,2,0
4233,Givaudan,15085,0.000836937,0.008712488,0,0,0,0,0,0.477471236,3,2,2,2,0,2,0
4234,AGRICECAR,33791,0.001255405,0.004840271,0,0,0.003442341,0,0,0.476900853,3,2,2,2,0,2,0
4235,Tezkim Tarımsal Kimya Sanayi ve Ticaret A.Ş.,22419,0.001255405,0.004840271,0,0,0.003442341,0,0,0.476900853,3,2,2,2,0,2,0
4236,Dr. Lohmann Diaclean GmbH,30160,0.001673874,0.000968054,0,0,0.006884682,0,0,0.476330471,3,2,2,2,0,2,0
4237,GRUPO ZUKER S.A. de C.V.,24705,0.001673874,0.000968054,0,0,0.006884682,0,0,0.476330471,3,2,2,2,0,2,0
4238,Amitek Infra Private Ltd,34868,0.001673874,0.000968054,0,0,0.006884682,0,0,0.476330471,3,2,2,2,0,2,0
4239,Innutri AG,35309,0.000697447,0.001936108,0,0,0.006884682,0,0,0.475911867,3,2,2,2,0,2,0
4240,Interface Polymers,23988,0.000697447,0.001936108,0,0,0.006884682,0,0,0.475911867,3,2,2,2,0,2,0
4241,ARON UNIVERSAL LTD,7335,0.003905705,0.003872217,0,0,0.00172117,0,0,0.474954618,3,2,2,2,0,2,0
4242,rewhite-climbing GmbH,28088,0.000976426,0.006776379,0,0,0.00172117,0,0,0.473698808,3,2,2,2,0,2,0
4243,Paintsystems GmbH,30601,0.001394895,0.002904163,0,0,0.005163511,0,0,0.473128425,3,2,2,2,0,2,0
4244,Bayer AB,35362,0.001394895,0.002904163,0,0,0.005163511,0,0,0.473128425,3,2,2,2,0,2,0
4245,Roam Technology NV,25430,0.001394895,0.002904163,0,0,0.005163511,0,0,0.473128425,3,2,2,2,0,2,0
4246,DMR Group,29690,0.001394895,0.002904163,0,0,0.005163511,0,0,0.473128425,3,2,2,2,0,2,0
4247,AUSERVIS S.L.,34115,0.000836937,0,0,0,0.008605852,0,0,0.47213944,3,2,2,2,0,2,0
4248,CHEMINOV,19021,0.001673874,0.007744434,0,0,0,0,0,0.470915366,3,2,2,2,0,2,0
4249,Delutech d.o.o.,30169,0.001115916,0.004840271,0,0,0.003442341,0,0,0.46992638,3,2,2,2,0,2,0
4250,Arla Foods,36199,0.001115916,0.004840271,0,0,0.003442341,0,0,0.46992638,3,2,2,2,0,2,0
4251,BFC,27965,0.001115916,0.004840271,0,0,0.003442341,0,0,0.46992638,3,2,2,2,0,2,0
4252,Sri Tirumala Handloom Tapes,28347,0.001115916,0.004840271,0,0,0.003442341,0,0,0.46992638,3,2,2,2,0,2,0
4253,"Fragrance Science, S.L.",28944,0.001115916,0.004840271,0,0,0.003442341,0,0,0.46992638,3,2,2,2,0,2,0
4254,NAUTIX,7574,0.000557958,0.001936108,0,0,0.006884682,0,0,0.468937394,3,2,2,2,0,2,0
4255,PLAST4LABS SRL,21674,0.001813363,0.005808325,0,0,0.00172117,0,0,0.467142938,3,2,2,2,0,2,0
4256,Sabbie di parma srl,23266,0.003208258,0.000968054,0,0,0.005163511,0,0,0.466991159,3,2,2,2,0,2,0
4257,Savi Cleaning Products Ltd,24827,0.000836937,0.006776379,0,0,0.00172117,0,0,0.466724334,3,2,2,2,0,2,0
4258,AXOR,29935,0.002231831,0.001936108,0,0,0.005163511,0,0,0.466572555,3,2,2,2,0,2,0
4259,SAS FEU VERT,33724,0.001255405,0.002904163,0,0,0.005163511,0,0,0.466153952,3,2,2,2,0,2,0
4260,ISEGA Forschungs- und Untersuchungsgesellschaft mbH,27315,0.001255405,0.002904163,0,0,0.005163511,0,0,0.466153952,3,2,2,2,0,2,0
4261,GÜZELOĞULLARI LTD.ŞTİ,34204,0.001255405,0.002904163,0,0,0.005163511,0,0,0.466153952,3,2,2,2,0,2,0
4262,ROLCO BIANIL S.A.,15296,0.001255405,0.002904163,0,0,0.005163511,0,0,0.466153952,3,2,2,2,0,2,0
4263,Independant Toiletries t/a Poppypac,15498,0.000278979,0.003872217,0,0,0.005163511,0,0,0.465735348,3,2,2,2,0,2,0
4264,Rudol Fabrik H.Hagemeier e.K.,34477,0.000697447,0,0,0,0.008605852,0,0,0.465164966,3,2,2,2,0,2,0
4265,Quelaris,20280,0.001534384,0.007744434,0,0,0,0,0,0.463940892,3,2,2,2,0,2,0
4266,Metallreiniger.de,19039,0.000976426,0.004840271,0,0,0.003442341,0,0,0.462951906,3,2,2,2,0,2,0
4267,Riflex Film AB,20667,0.000976426,0.004840271,0,0,0.003442341,0,0,0.462951906,3,2,2,2,0,2,0
4268,DIGBY AND NELSON LTD,27989,0.000976426,0.004840271,0,0,0.003442341,0,0,0.462951906,3,2,2,2,0,2,0
4269,WasteCare Ltd.,24332,0.001394895,0.000968054,0,0,0.006884682,0,0,0.462381524,3,2,2,2,0,2,0
4270,Forbo Eurocol BV,25610,0.001394895,0.000968054,0,0,0.006884682,0,0,0.462381524,3,2,2,2,0,2,0
4271,"R&D Medical Products, Inc.",33034,0.001394895,0.000968054,0,0,0.006884682,0,0,0.462381524,3,2,2,2,0,2,0
4272,"Huntsman Textile Effects México, S. de R.L. de C.V.",23823,0.000418468,0.001936108,0,0,0.006884682,0,0,0.461962921,3,2,2,2,0,2,0
4273,Sistemas Integrales Barnizados SA,23152,0.0026503,0.004840271,0,0,0.00172117,0,0,0.460587068,3,2,2,2,0,2,0
4274,Mitau Prefab,27580,0.001673874,0.005808325,0,0,0.00172117,0,0,0.460168464,3,2,2,2,0,2,0
4275,Gp Detersivi di Porfidio Giovanni,34100,0.003068768,0.000968054,0,0,0.005163511,0,0,0.460016685,3,2,2,2,0,2,0
4276,Interchem Ltd,17951,0.000697447,0.006776379,0,0,0.00172117,0,0,0.459749861,3,2,2,2,0,2,0
4277,Neptune Sonar LTD,18134,0.000697447,0.006776379,0,0,0.00172117,0,0,0.459749861,3,2,2,2,0,2,0
4278,PPG Aerospace,24531,0.002092342,0.001936108,0,0,0.005163511,0,0,0.459598082,3,2,2,2,0,2,0
4279,WAVE.Consulting,27378,0.001115916,0.002904163,0,0,0.005163511,0,0,0.459179478,3,2,2,2,0,2,0
4280,Linova Sas,18692,0.001394895,0.007744434,0,0,0,0,0,0.456966419,3,2,2,2,0,2,0
4281,PERSTORP CHEMICALS GMBH,17595,0.001394895,0.007744434,0,0,0,0,0,0.456966419,3,2,2,2,0,2,0
4282,DRIV,18752,0.001394895,0.007744434,0,0,0,0,0,0.456966419,3,2,2,2,0,2,0
4283,MICROCHEM,16799,0.001394895,0.007744434,0,0,0,0,0,0.456966419,3,2,2,2,0,2,0
4284,R.T.Communications Ltd.,33657,0.002789789,0.002904163,0,0,0.003442341,0,0,0.45681464,3,2,2,2,0,2,0
4285,Novaplast Plastik Sanayi Ve Ticaret A.S,11692,0.001813363,0.003872217,0,0,0.003442341,0,0,0.456396036,3,2,2,2,0,2,0
4286,ZOOTROFES KRITIS S.A,36038,0.001813363,0.003872217,0,0,0.003442341,0,0,0.456396036,3,2,2,2,0,2,0
4287,dephyte e.K.,32496,0.001813363,0.003872217,0,0,0.003442341,0,0,0.456396036,3,2,2,2,0,2,0
4288,Hagalis AG,3414,0.000278979,0.001936108,0,0,0.006884682,0,0,0.454988447,3,2,2,2,0,2,0
4289,Ingralub-Lubrificantes Lda,20094,0.001534384,0.005808325,0,0,0.00172117,0,0,0.453193991,3,2,2,2,0,2,0
4290,Winn and Coales Denso LTD,33969,0.001952853,0.001936108,0,0,0.005163511,0,0,0.452623608,3,2,2,2,0,2,0
4291,SOCIETE HUILE SAHARA,32445,0.000976426,0.002904163,0,0,0.005163511,0,0,0.452205005,3,2,2,2,0,2,0
4292,EMI-tec GmbH,27343,0.000976426,0.002904163,0,0,0.005163511,0,0,0.452205005,3,2,2,2,0,2,0
4293,Omnichem Algeria,19079,0.002231831,0.006776379,0,0,0,0,0,0.450410549,3,2,2,2,0,2,0
4294,Pigl Ltd,17164,0.001255405,0.007744434,0,0,0,0,0,0.449991945,3,2,2,2,0,2,0
4295,TIVECO 2018 S.L,17676,0.001255405,0.007744434,0,0,0,0,0,0.449991945,3,2,2,2,0,2,0
4296,Becker Industrie,18608,0.000278979,0.008712488,0,0,0,0,0,0.449573342,3,2,2,2,0,2,0
4297,SC TECHNICAL DIE-CASTING SRL,19519,0.000278979,0.008712488,0,0,0,0,0,0.449573342,3,2,2,2,0,2,0
4298,DOGA BIOTECH,5444,0.001673874,0.003872217,0,0,0.003442341,0,0,0.449421563,3,2,2,2,0,2,0
4299,2g italia srl,22874,0.001673874,0.003872217,0,0,0.003442341,0,0,0.449421563,3,2,2,2,0,2,0
4300,App Tech Srl,36010,0.001673874,0.003872217,0,0,0.003442341,0,0,0.449421563,3,2,2,2,0,2,0
4301,KARPIN,31125,0.001115916,0.000968054,0,0,0.006884682,0,0,0.448432577,3,2,2,2,0,2,0
4302,Steph Kilkenny Ltd,33208,0.002371321,0.004840271,0,0,0.00172117,0,0,0.446638121,3,2,2,2,0,2,0
4303,Blockbox,31416,0.001394895,0.005808325,0,0,0.00172117,0,0,0.446219517,3,2,2,2,0,2,0
4304,"PRODUCTOS CITROSOL,S.A.",27355,0.000836937,0.002904163,0,0,0.005163511,0,0,0.445230532,3,2,2,2,0,2,0
4305,EMAX SRL,34002,0.000836937,0.002904163,0,0,0.005163511,0,0,0.445230532,3,2,2,2,0,2,0
4306,ÇALIK DENİM,25768,0.000836937,0.002904163,0,0,0.005163511,0,0,0.445230532,3,2,2,2,0,2,0
4307,Necati Kaya Tıbbi Cihazlar Ith. ve Ihr. San. ve Tic. LTD. STI.,19074,0.001115916,0.007744434,0,0,0,0,0,0.443017472,3,2,2,2,0,2,0
4308,Strathheaven Limited,25794,0.00251081,0.002904163,0,0,0.003442341,0,0,0.442865693,3,2,2,2,0,2,0
4309,A Touch of Beauty Salon (MISS ROBERTA KINSKIENE),30331,0.00251081,0.002904163,0,0,0.003442341,0,0,0.442865693,3,2,2,2,0,2,0
4310,Fibras Para el Aseo sa de cv,22794,0.001534384,0.003872217,0,0,0.003442341,0,0,0.442447089,3,2,2,2,0,2,0
4311,IN-CHEMIE Technology,22242,0.000557958,0.004840271,0,0,0.003442341,0,0,0.442028486,3,2,2,2,0,2,0
4312,JE Wold Skevik,31625,0.000976426,0.000968054,0,0,0.006884682,0,0,0.441458104,3,2,2,2,0,2,0
4313,Oberland Mangold,30380,0.000976426,0.000968054,0,0,0.006884682,0,0,0.441458104,3,2,2,2,0,2,0
4314,ATI EXPORT,25965,0.000976426,0.000968054,0,0,0.006884682,0,0,0.441458104,3,2,2,2,0,2,0
4315,Ozo Innovations Ltd,33471,0.000976426,0.000968054,0,0,0.006884682,0,0,0.441458104,3,2,2,2,0,2,0
4316,Bluewater Bio Limited,25329,0.000976426,0.000968054,0,0,0.006884682,0,0,0.441458104,3,2,2,2,0,2,0
4317,TAN TARIM A.Ş.,29779,0.001673874,0.001936108,0,0,0.005163511,0,0,0.438674662,3,2,2,2,0,2,0
4318,Chemcolor Sevnica D.O.O.,828,0.000697447,0.002904163,0,0,0.005163511,0,0,0.438256058,3,2,2,2,0,2,0
4319,"PLASALix - Fabricação de Artigos Plásticos, lda",3119,0.003347747,0.001936108,0,0,0.003442341,0,0,0.436309823,3,2,2,2,0,2,0
4320,TAMURA ELSOLD GmbH,17363,0.000976426,0.007744434,0,0,0,0,0,0.436042998,3,2,2,2,0,2,0
4321,Turkqua STE,22948,0.002371321,0.002904163,0,0,0.003442341,0,0,0.43589122,3,2,2,2,0,2,0
4322,Trade Hair Supplies,34273,0.002371321,0.002904163,0,0,0.003442341,0,0,0.43589122,3,2,2,2,0,2,0
4323,Staro Nature's Finest b.v.,29382,0.001394895,0.003872217,0,0,0.003442341,0,0,0.435472616,3,2,2,2,0,2,0
4324,FUBAG Metallveredlung AG,25741,0.001394895,0.003872217,0,0,0.003442341,0,0,0.435472616,3,2,2,2,0,2,0
4325,Cocktailando GmbH,30649,0.001394895,0.003872217,0,0,0.003442341,0,0,0.435472616,3,2,2,2,0,2,0
4326,Colosol Coatings GmbH,20260,0.000418468,0.004840271,0,0,0.003442341,0,0,0.435054013,3,2,2,2,0,2,0
4327,Hygienic Disinfection Services Ltd,33656,0.000836937,0.000968054,0,0,0.006884682,0,0,0.43448363,3,2,2,2,0,2,0
4328,Nyrstar ex Umicore,25468,0.000836937,0.000968054,0,0,0.006884682,0,0,0.43448363,3,2,2,2,0,2,0
4329,Metall Chemie Holding GmbH,18238,0.001115916,0.005808325,0,0,0.00172117,0,0,0.432270571,3,2,2,2,0,2,0
4330,Canect European Technologies Ltd,1874,0.001534384,0.001936108,0,0,0.005163511,0,0,0.431700188,3,2,2,2,0,2,0
4331,P.W.Trading Company Sp. z o.o.,31268,0.001534384,0.001936108,0,0,0.005163511,0,0,0.431700188,3,2,2,2,0,2,0
4332,FPF INTERNATIONAL SL,17768,0.001813363,0.006776379,0,0,0,0,0,0.429487128,3,2,2,2,0,2,0
4333,vita-chemie ltd,20128,0.000836937,0.007744434,0,0,0,0,0,0.429068525,3,2,2,2,0,2,0
4334,Ravago chemicals,19001,0.000836937,0.007744434,0,0,0,0,0,0.429068525,3,2,2,2,0,2,0
4335,Gurit Limited,34454,0.002231831,0.002904163,0,0,0.003442341,0,0,0.428916746,3,2,2,2,0,2,0
4336,AGP SOLIVER,34320,0.001255405,0.003872217,0,0,0.003442341,0,0,0.428498143,3,2,2,2,0,2,0
4337,Global Enerji Sanayi ve Ticaret Limited Şirketi,34231,0.001255405,0.003872217,0,0,0.003442341,0,0,0.428498143,3,2,2,2,0,2,0
4338,Kalka Maja Baltic,7399,0.001255405,0.003872217,0,0,0.003442341,0,0,0.428498143,3,2,2,2,0,2,0
4339,Olympic Services Pvt Ltd,23068,0.001255405,0.003872217,0,0,0.003442341,0,0,0.428498143,3,2,2,2,0,2,0
4340,Aavi Technologies Oy,22582,0.001673874,0,0,0,0.006884682,0,0,0.42792776,3,2,2,2,0,2,0
4341,NexGen,27228,0.000697447,0.000968054,0,0,0.006884682,0,0,0.427509157,3,2,2,2,0,2,0
4342,KWS Berlin GmbH,28822,0.000697447,0.000968054,0,0,0.006884682,0,0,0.427509157,3,2,2,2,0,2,0
4343,BIOTECHNOLOGICAL APPLICATION LTD,25377,0.000697447,0.000968054,0,0,0.006884682,0,0,0.427509157,3,2,2,2,0,2,0
4344,ISTANBUL ILAC SAN. VE TIC. A.S.,23200,0.001394895,0.001936108,0,0,0.005163511,0,0,0.424725715,3,2,2,2,0,2,0
4345,Sluys International NV,19006,0.001673874,0.006776379,0,0,0,0,0,0.422512655,3,2,2,2,0,2,0
4346,BIOCHEM CHEMOPHARMA FRANCE,19590,0.000697447,0.007744434,0,0,0,0,0,0.422094052,3,2,2,2,0,2,0
4347,Vynova PPC SAS,16944,0.000697447,0.007744434,0,0,0,0,0,0.422094052,3,2,2,2,0,2,0
4348,HINDUSTAN TILES,18872,0.000697447,0.007744434,0,0,0,0,0,0.422094052,3,2,2,2,0,2,0
4349,Ian Mitchell Distribution Limited,29815,0.002092342,0.002904163,0,0,0.003442341,0,0,0.421942273,3,2,2,2,0,2,0
4350,Creative Technologies GmbH,36142,0.001115916,0.003872217,0,0,0.003442341,0,0,0.421523669,3,2,2,2,0,2,0
4351,Danpower GmbH,27813,0.001115916,0.003872217,0,0,0.003442341,0,0,0.421523669,3,2,2,2,0,2,0
4352,CASEL-ECZACI,35729,0.001115916,0.003872217,0,0,0.003442341,0,0,0.421523669,3,2,2,2,0,2,0
4353,Cosmetic Service S.R.L.,25474,0.001115916,0.003872217,0,0,0.003442341,0,0,0.421523669,3,2,2,2,0,2,0
4354,OBRAS Y CONSTRUCCIONES LAS CASICAS S.L,25536,0.001115916,0.003872217,0,0,0.003442341,0,0,0.421523669,3,2,2,2,0,2,0
4355,Arkema,2146,0.001115916,0.003872217,0,0,0.003442341,0,0,0.421523669,3,2,2,2,0,2,0
4356,Antec Finiture S.r.l.,33526,0.001115916,0.003872217,0,0,0.003442341,0,0,0.421523669,3,2,2,2,0,2,0
4357,UNIVEX CARIBBEAN LLC,25331,0.001115916,0.003872217,0,0,0.003442341,0,0,0.421523669,3,2,2,2,0,2,0
4358,Stadt Guben,34557,0.001115916,0.003872217,0,0,0.003442341,0,0,0.421523669,3,2,2,2,0,2,0
4359,"Worth of Life, SL",26007,0.001115916,0.003872217,0,0,0.003442341,0,0,0.421523669,3,2,2,2,0,2,0
4360,"AAquali Co., Ltd.",10590,0.000557958,0.000968054,0,0,0.006884682,0,0,0.420534683,3,2,2,2,0,2,0
4361,Drukpol,22169,0.001813363,0.004840271,0,0,0.00172117,0,0,0.418740227,3,2,2,2,0,2,0
4362,Fa. Zellaerosol GmbH,21583,0.000836937,0.005808325,0,0,0.00172117,0,0,0.418321624,3,2,2,2,0,2,0
4363,Alfincart Srl,24246,0.000836937,0.005808325,0,0,0.00172117,0,0,0.418321624,3,2,2,2,0,2,0
4364,Engis Corporation,33019,0.000836937,0.005808325,0,0,0.00172117,0,0,0.418321624,3,2,2,2,0,2,0
4365,RJL Marine Ltd,21883,0.000836937,0.005808325,0,0,0.00172117,0,0,0.418321624,3,2,2,2,0,2,0
4366,Acti-Med GmbH,36200,0.001255405,0.001936108,0,0,0.005163511,0,0,0.417751241,3,2,2,2,0,2,0
4367,ROMWATT RUBBER SRL,22842,0.001255405,0.001936108,0,0,0.005163511,0,0,0.417751241,3,2,2,2,0,2,0
4368,Karpas Ambalaze d.o.o.,9613,0.001255405,0.001936108,0,0,0.005163511,0,0,0.417751241,3,2,2,2,0,2,0
4369,Zimpli Ltd,32292,0.001255405,0.001936108,0,0,0.005163511,0,0,0.417751241,3,2,2,2,0,2,0
4370,TriStar Industries Group,29592,0.001255405,0.001936108,0,0,0.005163511,0,0,0.417751241,3,2,2,2,0,2,0
4371,CEAMD Limited,17719,0.00251081,0.005808325,0,0,0,0,0,0.415956785,3,2,2,2,0,2,0
4372,Exoterm-IT d.o.o.,13477,0.001534384,0.006776379,0,0,0,0,0,0.415538182,3,2,2,2,0,2,0
4373,Toi Toi & Dixi Sanitärsysteme GmbH,33307,0.001952853,0.002904163,0,0,0.003442341,0,0,0.414967799,3,2,2,2,0,2,0
4374,Proftehcauciuc SRL,21405,0.000976426,0.003872217,0,0,0.003442341,0,0,0.414549196,3,2,2,2,0,2,0
4375,Lou Pharma,21465,0.000976426,0.003872217,0,0,0.003442341,0,0,0.414549196,3,2,2,2,0,2,0
4376,Titiz Plastik,20313,0.000976426,0.003872217,0,0,0.003442341,0,0,0.414549196,3,2,2,2,0,2,0
4377,KHABAROV REGIONAL VETERINARY LABORATORY,35410,0.000976426,0.003872217,0,0,0.003442341,0,0,0.414549196,3,2,2,2,0,2,0
4378,UNIPAR CARBOCLORO SA,29009,0.001394895,0,0,0,0.006884682,0,0,0.413978813,3,2,2,2,0,2,0
4379,SUNIX FZCO,22759,0.001394895,0,0,0,0.006884682,0,0,0.413978813,3,2,2,2,0,2,0
4380,Zara Color Finish doo,24170,0.001394895,0,0,0,0.006884682,0,0,0.413978813,3,2,2,2,0,2,0
4381,KBH DANIŞMANLIK,35455,0.001673874,0.004840271,0,0,0.00172117,0,0,0.411765754,3,2,2,2,0,2,0
4382,The Little Lotion Company,30412,0.001673874,0.004840271,0,0,0.00172117,0,0,0.411765754,3,2,2,2,0,2,0
4383,PUIGAGRA SL,28307,0.001673874,0.004840271,0,0,0.00172117,0,0,0.411765754,3,2,2,2,0,2,0
4384,ANNOVI SRL,27572,0.003068768,0,0,0,0.005163511,0,0,0.411613975,3,2,2,2,0,2,0
4385,PDMFAB - PEINTURES DU MEDOC,12684,0.000697447,0.005808325,0,0,0.00172117,0,0,0.41134715,3,2,2,2,0,2,0
4386,Metal Plus,26016,0.002092342,0.000968054,0,0,0.005163511,0,0,0.411195371,3,2,2,2,0,2,0
4387,OWC-Verlag,33560,0.002092342,0.000968054,0,0,0.005163511,0,0,0.411195371,3,2,2,2,0,2,0
4388,Nutrigain Ltd,22925,0.001115916,0.001936108,0,0,0.005163511,0,0,0.410776768,3,2,2,2,0,2,0
4389,Karlssons chark,25728,0.001115916,0.001936108,0,0,0.005163511,0,0,0.410776768,3,2,2,2,0,2,0
4390,Tex Year Europe Sp. z o.o.,32601,0.001115916,0.001936108,0,0,0.005163511,0,0,0.410776768,3,2,2,2,0,2,0
4391,MUSSLER COSMETIC PRODUCTION GMBH & CO. KG,1252,0.003766216,0.000968054,0,0,0.003442341,0,0,0.408830533,3,2,2,2,0,2,0
4392,FUZUL PLASTİK,18013,0.001394895,0.006776379,0,0,0,0,0,0.408563708,3,2,2,2,0,2,0
4393,Amplicon Kft.,31925,0.001813363,0.002904163,0,0,0.003442341,0,0,0.407993326,3,2,2,2,0,2,0
4394,WESTLAKE COMPOUNDS SPAIN,23944,0.001813363,0.002904163,0,0,0.003442341,0,0,0.407993326,3,2,2,2,0,2,0
4395,Coldene Castors Ltd,27992,0.000836937,0.003872217,0,0,0.003442341,0,0,0.407574722,3,2,2,2,0,2,0
4396,Toyotsu Chemiplas Corporation,17743,0.000836937,0.003872217,0,0,0.003442341,0,0,0.407574722,3,2,2,2,0,2,0
4397,Tvisi Energy Pvt ltd,26163,0.000836937,0.003872217,0,0,0.003442341,0,0,0.407574722,3,2,2,2,0,2,0
4398,Virenix Pty Ltd,32276,0.001255405,0,0,0,0.006884682,0,0,0.40700434,3,2,2,2,0,2,0
4399,Gaviplas s.l.,21743,0.000557958,0.005808325,0,0,0.00172117,0,0,0.404372677,3,2,2,2,0,2,0
4400,CYGNUS PHARMA,31466,0.001952853,0.000968054,0,0,0.005163511,0,0,0.404220898,3,2,2,2,0,2,0
4401,RoCoSan GmbH,31254,0.000976426,0.001936108,0,0,0.005163511,0,0,0.403802294,3,2,2,2,0,2,0
4402,RENWART,32531,0.000976426,0.001936108,0,0,0.005163511,0,0,0.403802294,3,2,2,2,0,2,0
4403,DR Coats Ink & Resins Ltd,35992,0.000976426,0.001936108,0,0,0.005163511,0,0,0.403802294,3,2,2,2,0,2,0
4404,VOKE Sp.z o.o.,17497,0.001255405,0.006776379,0,0,0,0,0,0.401589235,3,2,2,2,0,2,0
4405,VitriTech,17037,0.001255405,0.006776379,0,0,0,0,0,0.401589235,3,2,2,2,0,2,0
4406,BULMARKET DM Ltd,18380,0.000278979,0.007744434,0,0,0,0,0,0.401170631,3,2,2,2,0,2,0
4407,olimpum dis ticaret ve pazarlama ltd. sti.,32035,0.001673874,0.002904163,0,0,0.003442341,0,0,0.401018852,3,2,2,2,0,2,0
4408,DFE Chemie GmbH,35873,0.000697447,0.003872217,0,0,0.003442341,0,0,0.400600249,3,2,2,2,0,2,0
4409,Eigenmann & Veronelli,662,0.000697447,0.003872217,0,0,0.003442341,0,0,0.400600249,3,2,2,2,0,2,0
4410,Cinkarna Celje d.d.,28508,0.001115916,0,0,0,0.006884682,0,0,0.400029867,3,2,2,2,0,2,0
4411,FARPER KİMYA SANAYİ VE TİCARET LİMİTED ŞİRKETİ,21646,0.000418468,0.005808325,0,0,0.00172117,0,0,0.397398203,3,2,2,2,0,2,0
4412,Ziegler Engineering AG,32719,0.000836937,0.001936108,0,0,0.005163511,0,0,0.396827821,3,2,2,2,0,2,0
4413,Hanwha Advanced Material Europe s.r.o.,21930,0.000836937,0.001936108,0,0,0.005163511,0,0,0.396827821,3,2,2,2,0,2,0
4414,"Robin Industries, Inc.",22369,0.000836937,0.001936108,0,0,0.005163511,0,0,0.396827821,3,2,2,2,0,2,0
4415,Klemt - Pharma Sp. z o.o,35517,0.000836937,0.001936108,0,0,0.005163511,0,0,0.396827821,3,2,2,2,0,2,0
